DistType,BoundaryModulation,SE,T,P,CILow,CIHigh
CD,0.04599702169431802,0.10874037131828108,0.4229985711533537,0.674147043420196,-0.17252493578313827,0.2645189791717743
RD,0.6425542964385846,0.43395599734062196,1.4806899786529026,0.14305213203352715,-0.22252117379436132,1.5076297666715306
