Test,EarlyDistances,LateDistances,Estimate,SE,T,P,CILow,CIHigh
RD_vs_CD_difference_in_early_to_late_change,K+1 to K+3,K+8 to K+10,-0.6948278612695309,0.21991337543006867,-3.1595525279474534,0.0019925817536598062,-1.130168352542476,-0.2594873699965857
