DistType,Estimate,SE,T,P,CILow,CIHigh
CD,0.045997021694314626,0.10770294017803556,0.42707303643039307,0.6700788905190316,-0.16721170559183715,0.2592057489804664
RD,0.6425542964385776,0.43404296164465617,1.4803933094637445,0.14134617835227112,-0.21667709767931176,1.501785690556467
