DistType,Distance,Position,Estimate,SE,T,P,CILow,CIHigh
CD,0,K,10.24743908346876,0.7832868652186561,13.082613201496962,1.317818116459494e-17,8.67336519555676,11.821512971380761
CD,1,K+1,0.6010472622268768,0.27639676295091314,2.1745814090218563,0.03451831547274965,0.04560717177804119,1.1564873526757125
CD,2,K+2,0.5924636282496809,0.22972162515197103,2.579050308640904,0.012960403702674457,0.1308207389111944,1.0541065175881674
CD,3,K+3,0.4277118651713277,0.13920013884554766,3.072639644748516,0.0034601312556260554,0.14797871314236316,0.7074450172002922
CD,4,K+4,0.4836434130727632,0.18272160359556372,2.6468868680862734,0.010893763344734082,0.11645060319857331,0.850836222946953
CD,5,K+5,0.09096155356974728,0.14523425566118586,0.6263092213034761,0.5340190992009392,-0.2008976101898689,0.38282071732936346
CD,6,K+6,0.3467282591576549,0.14841669782328273,2.3361809300628584,0.023616680152515217,0.04847373843549274,0.644982779879817
CD,7,K+7,0.05686585199445454,0.12194035481337615,0.46634153296900765,0.6430377071260818,-0.18818246544525946,0.30191416943416854
CD,8,K+8,0.18536173326377076,0.16397689618757055,1.130413720306905,0.26380486077857157,-0.14416217677608306,0.5148856433036246
CD,9,K+9,0.0723795278577562,0.19853942408352698,0.36455997690063613,0.717008547861127,-0.3266003823744002,0.4713594380899126
CD,10,K+10,0.19270302990205473,0.11673480147798622,1.6507761821001987,0.10518027870303556,-0.041884336459304145,0.4272903962634136
RD,0,K,6.302573322957887,0.5664139892370219,11.127149828074794,2.6643493713334398e-17,5.173447671766274,7.4316989741495
RD,1,K+1,2.800162767008519,0.6644490977520772,4.214262276044705,7.166939546429088e-05,1.4756076987384008,4.124717835278638
RD,2,K+2,1.460135332786278,0.4280940856537669,3.4107813719416895,0.001065427274850037,0.6067453699320672,2.313525295640489
RD,3,K+3,1.089789696674359,0.43288256752278986,2.517518094828305,0.01404428770062589,0.22685406967462984,1.952725323674088
RD,4,K+4,0.7801349034465146,0.4236815024553956,1.8413239636975791,0.06969336946793686,-0.06445873556687887,1.624728542459908
RD,5,K+5,0.6727130861347945,0.4039202832567196,1.6654600276838247,0.10016669453655395,-0.13248728237321916,1.4779134546428083
RD,6,K+6,0.8380115993675725,0.43382613185546476,1.9316761666325064,0.05733541681222174,-0.026804988752145653,1.7028281874872908
RD,7,K+7,0.6046525175287043,0.392280838955864,1.5413766299116498,0.12760900571655687,-0.1773450428293637,1.3866500778867723
RD,8,K+8,0.653968258325871,0.4222131659640531,1.5489054132943578,0.12578907782921608,-0.18769830538843102,1.4956348220401732
RD,9,K+9,0.740941837969163,0.42337297282218095,1.7500924374791464,0.08436260925501086,-0.10303675846118143,1.5849204343995074
RD,10,K+10,0.6999156517411882,0.4168831804530766,1.6789251391253217,0.09750183053427565,-0.1311257800461465,1.5309570835285229
