DistType,Story,PerturbationID,Distance,AtBoundary,DistWordIndex,OriginalWordIndex,DistSurprisal,OriginalSurprisal,DeltaSurprisal,RepresentationDistance
CD,Story10,CD_Story10_s5_k94,8,0,102,102,0.29107943177223206,0.38459283113479614,-0.09351339936256409,0.023251891136169434
CD,Story10,CD_Story10_s5_k94,9,1,103,103,2.9802629947662354,1.255216121673584,1.7250468730926514,0.007627129554748535
CD,Story11,CD_Story11_s2_k22,0,0,22,22,12.258540153503418,1.0147823095321655,11.243757843971252,0.33354997634887695
CD,Story11,CD_Story11_s2_k22,1,0,23,23,3.133359432220459,5.189058303833008,-2.055698871612549,0.045005619525909424
CD,Story11,CD_Story11_s2_k22,2,1,24,24,3.786500930786133,2.5968117713928223,1.1896891593933105,0.018369853496551514
CD,Story11,CD_Story11_s4_k64,0,0,64,64,17.760948181152344,9.443350791931152,8.317597389221191,0.01611858606338501
CD,Story11,CD_Story11_s4_k64,1,0,65,65,3.1882102489471436,3.268202781677246,-0.07999253273010254,0.021779656410217285
CD,Story11,CD_Story11_s4_k64,2,0,66,66,3.690359592437744,4.148443698883057,-0.4580841064453125,0.02685713768005371
CD,Story11,CD_Story11_s4_k64,3,1,67,67,8.312475204467773,8.930229187011719,-0.6177539825439453,0.017493009567260742
CD,Story11,CD_Story11_s7_k100,0,0,100,100,8.930816650390625,1.465137004852295,7.46567964553833,0.355063259601593
CD,Story11,CD_Story11_s7_k100,1,0,101,101,1.152563452720642,4.549881935119629,-3.397318482398987,0.02963697910308838
CD,Story11,CD_Story11_s7_k100,2,0,102,102,0.8012323975563049,0.5524488687515259,0.24878352880477905,0.025061607360839844
CD,Story11,CD_Story11_s7_k100,3,0,103,103,15.034563064575195,13.953248977661133,1.0813140869140625,0.020330429077148438
CD,Story11,CD_Story11_s7_k100,4,0,104,104,2.090719223022461,0.5506952404975891,1.5400239825248718,0.009375989437103271
CD,Story11,CD_Story11_s7_k100,5,1,105,105,6.469261169433594,6.630927085876465,-0.1616659164428711,0.008504331111907959
CD,Story12,CD_Story12_s2_k33,0,0,33,33,18.953529357910156,0.029641175642609596,18.923888182267547,0.1947312355041504
CD,Story12,CD_Story12_s2_k33,1,0,34,34,5.478437900543213,5.799001693725586,-0.32056379318237305,0.002698063850402832
