DistType,Story,SentenceIndex,PositionUnitID,Position,DistWordIndex,OriginalWordIndex,DistWord,OriginalWord,DistSurprisal,OriginalSurprisal,DeltaSurprisal,RepresentationDistance
CD,Story10,5,CD_Story10_s5,K+2,96,96,"inflict,","inflict,",9.88148307800293,3.7590458393096924,6.122437238693237,0.04099631309509277
CD,Story10,5,CD_Story10_s5,K+3,97,97,and,and,7.276719570159912,7.5558180809021,-0.2790985107421875,0.031068265438079834
CD,Story10,5,CD_Story10_s5,K_END,103,103,it.”,it.”,2.9802629947662354,1.255216121673584,1.7250468730926514,0.007627129554748535
RD,Story10,2,RD_Story10_s2,K-2,23,23,Pleased,Pleased,18.898033142089844,18.898033142089844,0.0,0.0
RD,Story10,2,RD_Story10_s2,K-1,24,24,with,with,0.33718568086624146,0.33718568086624146,0.0,-1.1920928955078125e-07
RD,Story10,2,RD_Story10_s2,K,25,25,any,the,10.323304176330566,1.3858044147491455,8.937499761581421,0.26066839694976807
RD,Story10,2,RD_Story10_s2,K+1,26,26,"gift,","gift,",2.778927803039551,6.019038200378418,-3.240110397338867,0.036691367626190186
RD,Story10,2,RD_Story10_s2,K+2,27,27,Jupiter,Jupiter,8.991754531860352,9.066510200500488,-0.07475566864013672,0.015526115894317627
RD,Story10,2,RD_Story10_s2,K+3,28,28,promised,promised,3.068992853164673,2.309934377670288,0.7590584754943848,0.003737926483154297
RD,Story10,2,RD_Story10_s2,K-3,29,29,to,to,1.6752268075942993,1.4490851163864136,0.22614169120788574,0.003878474235534668
RD,Story10,2,RD_Story10_s2,K-2,30,30,grant,grant,2.579380989074707,2.8060855865478516,-0.22670459747314453,0.004765629768371582
RD,Story10,2,RD_Story10_s2,K-1,31,31,her,her,0.892136812210083,0.9151758551597595,-0.023039042949676514,0.0039560794830322266
RD,Story10,2,RD_Story10_s2,K,32,32,the,any,4.143863677978516,1.3471667766571045,2.796696901321411,0.31364667415618896
RD,Story10,2,RD_Story10_s2,K+1,33,33,wish.,wish.,10.21942138671875,4.014561653137207,6.204859733581543,0.010791182518005371
RD,Story10,2,RD_Story10_s2,K_END,33,33,wish.,wish.,10.21942138671875,4.014561653137207,6.204859733581543,0.010791182518005371
RD,Story10,3,RD_Story10_s3,K-3,61,61,was,was,2.4134249687194824,2.5655202865600586,-0.15209531784057617,0.0013300776481628418
RD,Story10,3,RD_Story10_s3,K-2,62,62,displeased,displeased,4.39383602142334,4.3454670906066895,0.04836893081665039,0.0012241601943969727
RD,Story10,3,RD_Story10_s3,K-1,63,63,by,by,2.0555408000946045,1.9586143493652344,0.09692645072937012,0.002449631690979004
RD,Story10,3,RD_Story10_s3,K,64,64,another,the,9.845097541809082,1.9027984142303467,7.942299127578735,0.37163835763931274
RD,Story10,3,RD_Story10_s3,K+1,65,65,request,request,5.029468059539795,7.387381553649902,-2.3579134941101074,0.1484994888305664
RD,Story10,3,RD_Story10_s3,K+2,66,66,but,but,5.194453239440918,3.5656285285949707,1.6288247108459473,0.019775450229644775
RD,Story10,3,RD_Story10_s3,K+3,67,67,honored,honored,6.010033130645752,5.945831775665283,0.06420135498046875,0.028626859188079834
RD,Story10,3,RD_Story10_s3,K_END,69,69,promise.,promise.,2.9119582176208496,3.1796534061431885,-0.26769518852233887,0.02180647850036621
RD,Story10,5,RD_Story10_s5,K-3,84,84,If,If,12.229429244995117,11.663002967834473,0.5664262771606445,0.002101719379425049
RD,Story10,5,RD_Story10_s5,K-2,85,85,you,you,1.253677487373352,1.2540792226791382,-0.0004017353057861328,0.0025905966758728027
RD,Story10,5,RD_Story10_s5,K-1,86,86,use,use,2.7616665363311768,2.3910698890686035,0.37059664726257324,0.0010475516319274902
RD,Story10,5,RD_Story10_s5,K,87,87,"him,","it,",13.692413330078125,2.4330921173095703,11.259321212768555,0.008422017097473145
RD,Story10,5,RD_Story10_s5,K+1,88,88,the,the,11.923776626586914,12.014237403869629,-0.09046077728271484,0.023067891597747803
RD,Story10,5,RD_Story10_s5,K+2,89,89,sting,sting,10.095389366149902,9.010363578796387,1.0850257873535156,0.012095987796783447
RD,Story10,5,RD_Story10_s5,K+3,90,90,will,will,0.3909114599227905,0.4292210638523102,-0.03830960392951965,0.007518649101257324
RD,Story10,5,RD_Story10_s5,K_END,103,103,it.”,it.”,1.5034618377685547,1.255216121673584,0.2482457160949707,0.0041013360023498535
CD,Story11,2,CD_Story11_s2,K-3,19,19,be,be,0.8340369462966919,0.8340369462966919,0.0,5.960464477539063e-08
CD,Story11,2,CD_Story11_s2,K-2,20,20,plenty,plenty,1.5802624225616455,1.5802624225616455,0.0,5.960464477539063e-08
CD,Story11,2,CD_Story11_s2,K-1,21,21,of,of,1.1863659620285034,1.1863659620285034,0.0,-1.1920928955078125e-07
CD,Story11,2,CD_Story11_s2,K,22,22,dreams,food,12.258540153503418,1.0147823095321655,11.243757843971252,0.33354997634887695
CD,Story11,2,CD_Story11_s2,K+1,23,23,left,left,3.133359432220459,5.189058303833008,-2.055698871612549,0.045005619525909424
CD,Story11,2,CD_Story11_s2,K+2,24,24,over.,over.,3.786500930786133,2.5968117713928223,1.1896891593933105,0.018369853496551514
CD,Story11,2,CD_Story11_s2,K_END,24,24,over.,over.,3.786500930786133,2.5968117713928223,1.1896891593933105,0.018369853496551514
CD,Story11,4,CD_Story11_s4,K-3,61,61,out,out,0.4400891959667206,0.23848968744277954,0.20159950852394104,0.004262208938598633
CD,Story11,4,CD_Story11_s4,K-2,62,62,of,of,2.3575377464294434,2.3892831802368164,-0.03174543380737305,0.004333615303039551
CD,Story11,4,CD_Story11_s4,K-1,63,63,the,the,0.8571532368659973,0.8699238300323486,-0.012770593166351318,0.0061588287353515625
CD,Story11,4,CD_Story11_s4,K,64,64,"wall,","window,",17.760948181152344,9.443350791931152,8.317597389221191,0.01611858606338501
CD,Story11,4,CD_Story11_s4,K+1,65,65,with,with,3.1882102489471436,3.268202781677246,-0.07999253273010254,0.021779656410217285
CD,Story11,4,CD_Story11_s4,K+2,66,66,no,no,3.690359592437744,4.148443698883057,-0.4580841064453125,0.02685713768005371
CD,Story11,4,CD_Story11_s4,K+3,67,67,hesitation.,hesitation.,8.312475204467773,8.930229187011719,-0.6177539825439453,0.017493009567260742
CD,Story11,4,CD_Story11_s4,K_END,67,67,hesitation.,hesitation.,8.312475204467773,8.930229187011719,-0.6177539825439453,0.017493009567260742
CD,Story11,7,CD_Story11_s7,K-3,97,97,drank,drank,13.064263343811035,13.185949325561523,-0.12168598175048828,0.007515311241149902
CD,Story11,7,CD_Story11_s7,K-2,98,98,so,so,5.338164329528809,5.9553022384643555,-0.6171379089355469,0.002207517623901367
CD,Story11,7,CD_Story11_s7,K-1,99,99,much,much,8.188608169555664,8.060505867004395,0.12810230255126953,0.016653895378112793
CD,Story11,7,CD_Story11_s7,K,100,100,light,wine,8.930816650390625,1.465137004852295,7.46567964553833,0.355063259601593
CD,Story11,7,CD_Story11_s7,K+1,101,101,that,that,1.152563452720642,4.549881935119629,-3.397318482398987,0.02963697910308838
CD,Story11,7,CD_Story11_s7,K+2,102,102,I,I,0.8012323975563049,0.5524488687515259,0.24878352880477905,0.025061607360839844
CD,Story11,7,CD_Story11_s7,K+3,103,103,don’t,don’t,15.034563064575195,13.953248977661133,1.0813140869140625,0.020330429077148438
CD,Story11,7,CD_Story11_s7,K_END,105,105,anything.,anything.,6.469261169433594,6.630927085876465,-0.1616659164428711,0.008504331111907959
RD,Story11,3,RD_Story11_s3,K,25,25,A,The,15.908247947692871,13.791060447692871,2.1171875,0.35792237520217896
RD,Story11,3,RD_Story11_s3,K+1,26,26,stray,stray,1.8558499813079834,0.8898460268974304,0.966003954410553,0.019830822944641113
RD,Story11,3,RD_Story11_s3,K+2,27,27,dog,dog,4.429498672485352,4.171485900878906,0.2580127716064453,0.012583255767822266
RD,Story11,3,RD_Story11_s3,K+3,28,28,"arrived,","arrived,",7.072448253631592,7.454806804656982,-0.3823585510253906,0.006672680377960205
RD,Story11,3,RD_Story11_s3,K-3,40,40,enough,enough,4.484731674194336,4.774291038513184,-0.28955936431884766,0.0011568665504455566
RD,Story11,3,RD_Story11_s3,K-2,41,41,to,to,2.2203567028045654,2.129995822906494,0.09036087989807129,0.001466512680053711
