Test,EarlyDistances,LateDistances,Estimate,SE,T,P,CILow,CIHigh
RD_vs_CD_difference_in_early_to_late_change,K+1 to K+3,K+8 to K+10,-0.012129823139708111,0.007071798158899589,-1.715238878027534,0.0888401972415403,-0.026129153915554655,0.0018695076361384348
