DistType,Story,MapSentenceIndex,PerturbationID,AnchorDistWordIndex,Distance,AtBoundary,EndDistance,N_K_Spans,DistWordIndex,OriginalWordIndex,DistWord,OriginalWord
RD,Story12,2,RD_Story12_s2_k21,21,0,0,14,1,21,21,she,he
RD,Story12,2,RD_Story12_s2_k21,21,1,0,14,1,22,22,tried,tried
RD,Story12,2,RD_Story12_s2_k21,21,2,0,14,1,23,23,to,to
RD,Story12,2,RD_Story12_s2_k21,21,3,0,14,1,24,24,pull,pull
RD,Story12,2,RD_Story12_s2_k21,21,4,0,14,1,25,25,his,his
RD,Story12,2,RD_Story12_s2_k21,21,5,0,14,1,26,26,hand,hand
RD,Story12,2,RD_Story12_s2_k21,21,6,0,14,1,27,27,"out,","out,"
RD,Story12,2,RD_Story12_s2_k21,21,7,0,14,1,28,28,the,the
RD,Story12,2,RD_Story12_s2_k21,21,8,0,14,1,29,29,narrow,narrow
RD,Story12,2,RD_Story12_s2_k21,21,9,0,14,1,30,30,neck,neck
RD,Story12,2,RD_Story12_s2_k21,21,10,0,14,1,31,31,of,of
RD,Story12,3,RD_Story12_s3_k47,47,0,0,7,1,47,47,a,his
RD,Story12,3,RD_Story12_s3_k47,47,1,0,7,1,48,48,"hand,","hand,"
RD,Story12,3,RD_Story12_s3_k47,47,2,0,7,1,49,49,he,he
RD,Story12,3,RD_Story12_s3_k47,47,3,0,7,1,50,50,started,started
RD,Story12,3,RD_Story12_s3_k47,47,4,0,7,1,51,51,to,to
RD,Story12,3,RD_Story12_s3_k47,47,5,0,7,1,52,52,cry,cry
RD,Story12,3,RD_Story12_s3_k47,47,6,0,7,1,53,53,in,in
RD,Story12,3,RD_Story12_s3_k47,47,7,1,7,1,54,54,frustration.,frustration.
RD,Story12,4,RD_Story12_s4_k70,70,0,0,3,1,70,70,my,your
RD,Story12,4,RD_Story12_s4_k70,70,1,0,3,1,71,71,hand,hand
RD,Story12,4,RD_Story12_s4_k70,70,2,0,3,1,72,72,out,out
RD,Story12,4,RD_Story12_s4_k70,70,3,1,3,1,73,73,"easily.""","easily."""
RD,Story13,2,RD_Story13_s2_k39,39,0,0,17,2,39,39,A,The
RD,Story13,2,RD_Story13_s2_k39,39,1,0,17,2,40,40,son,son
RD,Story13,2,RD_Story13_s2_k39,39,2,0,17,2,41,41,struggled,struggled
RD,Story13,2,RD_Story13_s2_k39,39,3,0,17,2,42,42,with,with
RD,Story13,2,RD_Story13_s2_k39,39,4,0,17,2,43,43,all,all
RD,Story13,2,RD_Story13_s2_k39,39,5,0,17,2,44,44,his,his
RD,Story13,2,RD_Story13_s2_k39,39,6,0,17,2,45,45,strength,strength
RD,Story13,2,RD_Story13_s2_k39,39,7,0,17,2,46,46,but,but
RD,Story13,2,RD_Story13_s2_k39,39,8,0,17,2,47,47,couldn’t,couldn’t
RD,Story13,2,RD_Story13_s2_k39,39,9,0,17,2,48,48,break,break
RD,Story13,2,RD_Story13_s2_k39,39,10,0,17,2,49,49,the,the
RD,Story13,4,RD_Story13_s4_k80,80,0,0,15,1,80,80,she,they
RD,Story13,4,RD_Story13_s4_k80,80,1,0,15,1,81,81,had,had
RD,Story13,4,RD_Story13_s4_k80,80,2,0,15,1,82,82,done,done
RD,Story13,4,RD_Story13_s4_k80,80,3,0,15,1,83,83,"so,","so,"
RD,Story13,4,RD_Story13_s4_k80,80,4,0,15,1,84,84,he,he
RD,Story13,4,RD_Story13_s4_k80,80,5,0,15,1,85,85,told,told
RD,Story13,4,RD_Story13_s4_k80,80,6,0,15,1,86,86,"them,","them,"
RD,Story13,4,RD_Story13_s4_k80,80,7,0,15,1,87,87,"""Now,","""Now,"
RD,Story13,4,RD_Story13_s4_k80,80,8,0,15,1,88,88,break,break
RD,Story13,4,RD_Story13_s4_k80,80,9,0,15,1,89,89,"them.""","them."""
RD,Story13,4,RD_Story13_s4_k80,80,10,0,15,1,90,90,This,This
RD,Story13,5,RD_Story13_s5_k98,98,0,0,4,1,98,98,their,my
RD,Story13,5,RD_Story13_s5_k98,98,1,0,4,1,99,99,"point,""","point,"""
RD,Story13,5,RD_Story13_s5_k98,98,2,0,4,1,100,100,the,the
RD,Story13,5,RD_Story13_s5_k98,98,3,0,4,1,101,101,father,father
RD,Story13,5,RD_Story13_s5_k98,98,4,1,4,1,102,102,said.,said.
RD,Story14,2,RD_Story14_s2_k38,38,0,0,19,2,38,38,a,the
RD,Story14,2,RD_Story14_s2_k38,38,1,0,19,2,39,39,"cage,","cage,"
RD,Story14,2,RD_Story14_s2_k38,38,2,0,19,2,40,40,asking,asking
RD,Story14,2,RD_Story14_s2_k38,38,3,0,19,2,41,41,the,the
RD,Story14,2,RD_Story14_s2_k38,38,4,0,19,2,42,42,bird,bird
RD,Story14,2,RD_Story14_s2_k38,38,5,0,19,2,43,43,why,why
RD,Story14,2,RD_Story14_s2_k38,38,6,0,19,2,44,44,she,she
RD,Story14,2,RD_Story14_s2_k38,38,7,0,19,2,45,45,was,was
RD,Story14,2,RD_Story14_s2_k38,38,8,0,19,2,46,46,silent,silent
RD,Story14,2,RD_Story14_s2_k38,38,9,0,19,2,47,47,during,during
RD,Story14,2,RD_Story14_s2_k38,38,10,0,19,2,48,48,the,the
RD,Story14,3,RD_Story14_s3_k60,60,0,0,5,1,60,60,another,a
RD,Story14,3,RD_Story14_s3_k60,60,1,0,5,1,61,61,good,good
RD,Story14,3,RD_Story14_s3_k60,60,2,0,5,1,62,62,"reason,""","reason,"""
RD,Story14,3,RD_Story14_s3_k60,60,3,0,5,1,63,63,the,the
RD,Story14,3,RD_Story14_s3_k60,60,4,0,5,1,64,64,bird,bird
RD,Story14,3,RD_Story14_s3_k60,60,5,1,5,1,65,65,replied.,replied.
RD,Story14,4,RD_Story14_s4_k82,82,0,1,0,1,82,82,you.,me.
RD,Story14,6,RD_Story14_s6_k109,109,0,0,7,1,109,109,they,you
RD,Story14,6,RD_Story14_s6_k109,109,1,0,7,1,110,110,were,were
RD,Story14,6,RD_Story14_s6_k109,109,2,0,7,1,111,111,"caught,","caught,"
RD,Story14,6,RD_Story14_s6_k109,109,3,0,7,1,112,112,you,you
RD,Story14,6,RD_Story14_s6_k109,109,4,0,7,1,113,113,might,might
RD,Story14,6,RD_Story14_s6_k109,109,5,0,7,1,114,114,still,still
RD,Story14,6,RD_Story14_s6_k109,109,6,0,7,1,115,115,be,be
RD,Story14,6,RD_Story14_s6_k109,109,7,1,7,1,116,116,"free.""","free."""
RD,Story15,2,RD_Story15_s2_k24,24,0,0,12,1,24,24,an,the
RD,Story15,2,RD_Story15_s2_k24,24,1,0,12,1,25,25,animal’s,animal’s
RD,Story15,2,RD_Story15_s2_k24,24,2,0,12,1,26,26,calm,calm
RD,Story15,2,RD_Story15_s2_k24,24,3,0,12,1,27,27,and,and
RD,Story15,2,RD_Story15_s2_k24,24,4,0,12,1,28,28,gentle,gentle
RD,Story15,2,RD_Story15_s2_k24,24,5,0,12,1,29,29,"nature,","nature,"
RD,Story15,2,RD_Story15_s2_k24,24,6,0,12,1,30,30,they,they
RD,Story15,2,RD_Story15_s2_k24,24,7,0,12,1,31,31,gained,gained
RD,Story15,2,RD_Story15_s2_k24,24,8,0,12,1,32,32,enough,enough
RD,Story15,2,RD_Story15_s2_k24,24,9,0,12,1,33,33,confidence,confidence
RD,Story15,2,RD_Story15_s2_k24,24,10,0,12,1,34,34,to,to
RD,Story15,3,RD_Story15_s3_k56,56,0,0,6,2,56,56,her,it
RD,Story15,3,RD_Story15_s3_k56,56,1,0,6,2,57,57,and,and
RD,Story15,3,RD_Story15_s3_k56,56,2,0,6,2,58,58,let,let
RD,Story15,3,RD_Story15_s3_k56,56,3,0,6,2,59,59,a,a
RD,Story15,3,RD_Story15_s3_k56,56,4,0,6,2,60,60,child,child
RD,Story15,3,RD_Story15_s3_k56,56,5,0,6,2,61,61,lead,lead
RD,Story15,3,RD_Story15_s3_k56,56,6,1,6,2,62,62,it.,it.
RD,Story16,2,RD_Story16_s2_k22,22,0,0,16,1,22,22,she,he
RD,Story16,2,RD_Story16_s2_k22,22,1,0,16,1,23,23,sadly,sadly
RD,Story16,2,RD_Story16_s2_k22,22,2,0,16,1,24,24,discovered,discovered
RD,Story16,2,RD_Story16_s2_k22,22,3,0,16,1,25,25,that,that
RD,Story16,2,RD_Story16_s2_k22,22,4,0,16,1,26,26,the,the
RD,Story16,2,RD_Story16_s2_k22,22,5,0,16,1,27,27,pitcher,pitcher
RD,Story16,2,RD_Story16_s2_k22,22,6,0,16,1,28,28,only,only
RD,Story16,2,RD_Story16_s2_k22,22,7,0,16,1,29,29,contained,contained
RD,Story16,2,RD_Story16_s2_k22,22,8,0,16,1,30,30,a,a
RD,Story16,2,RD_Story16_s2_k22,22,9,0,16,1,31,31,small,small
RD,Story16,2,RD_Story16_s2_k22,22,10,0,16,1,32,32,amount,amount
RD,Story16,3,RD_Story16_s3_k39,39,0,0,18,1,39,39,They,He
RD,Story16,3,RD_Story16_s3_k39,39,1,0,18,1,40,40,tried,tried
RD,Story16,3,RD_Story16_s3_k39,39,2,0,18,1,41,41,everything,everything
RD,Story16,3,RD_Story16_s3_k39,39,3,0,18,1,42,42,he,he
RD,Story16,3,RD_Story16_s3_k39,39,4,0,18,1,43,43,could,could
RD,Story16,3,RD_Story16_s3_k39,39,5,0,18,1,44,44,think,think
RD,Story16,3,RD_Story16_s3_k39,39,6,0,18,1,45,45,of,of
RD,Story16,3,RD_Story16_s3_k39,39,7,0,18,1,46,46,to,to
RD,Story16,3,RD_Story16_s3_k39,39,8,0,18,1,47,47,get,get
RD,Story16,3,RD_Story16_s3_k39,39,9,0,18,1,48,48,to,to
RD,Story16,3,RD_Story16_s3_k39,39,10,0,18,1,49,49,the,the
RD,Story16,4,RD_Story16_s4_k88,88,0,0,1,2,88,88,the,his
RD,Story16,4,RD_Story16_s4_k88,88,1,1,1,2,89,89,life.,life.
RD,Story17,2,RD_Story17_s2_k34,34,0,0,5,1,34,34,it,them
RD,Story17,2,RD_Story17_s2_k34,34,1,0,5,1,35,35,from,from
RD,Story17,2,RD_Story17_s2_k34,34,2,0,5,1,36,36,"sleeping,","sleeping,"
RD,Story17,2,RD_Story17_s2_k34,34,3,0,5,1,37,37,with,with
RD,Story17,2,RD_Story17_s2_k34,34,4,0,5,1,38,38,feigned,feigned
RD,Story17,2,RD_Story17_s2_k34,34,5,1,5,1,39,39,indignation.,indignation.
RD,Story17,3,RD_Story17_s3_k43,43,0,0,21,1,43,43,"her,","himself,"
RD,Story17,3,RD_Story17_s3_k43,43,1,0,21,1,44,44,saying,saying
RD,Story17,3,RD_Story17_s3_k43,43,2,0,21,1,45,45,that,that
RD,Story17,3,RD_Story17_s3_k43,43,3,0,21,1,46,46,he,he
RD,Story17,3,RD_Story17_s3_k43,43,4,0,21,1,47,47,actually,actually
RD,Story17,3,RD_Story17_s3_k43,43,5,0,21,1,48,48,helped,helped
RD,Story17,3,RD_Story17_s3_k43,43,6,0,21,1,49,49,people,people
RD,Story17,3,RD_Story17_s3_k43,43,7,0,21,1,50,50,by,by
RD,Story17,3,RD_Story17_s3_k43,43,8,0,21,1,51,51,waking,waking
RD,Story17,3,RD_Story17_s3_k43,43,9,0,21,1,52,52,them,them
RD,Story17,3,RD_Story17_s3_k43,43,10,0,21,1,53,53,up,up
RD,Story17,4,RD_Story17_s4_k73,73,0,0,11,1,73,73,we,you
RD,Story17,4,RD_Story17_s4_k73,73,1,0,11,1,74,74,"give,","give,"
RD,Story17,4,RD_Story17_s4_k73,73,2,0,11,1,75,75,I’m,I’m
RD,Story17,4,RD_Story17_s4_k73,73,3,0,11,1,76,76,not,not
RD,Story17,4,RD_Story17_s4_k73,73,4,0,11,1,77,77,going,going
RD,Story17,4,RD_Story17_s4_k73,73,5,0,11,1,78,78,to,to
RD,Story17,4,RD_Story17_s4_k73,73,6,0,11,1,79,79,miss,miss
RD,Story17,4,RD_Story17_s4_k73,73,7,0,11,1,80,80,my,my
RD,Story17,4,RD_Story17_s4_k73,73,8,0,11,1,81,81,"meal,”","meal,”"
RD,Story17,4,RD_Story17_s4_k73,73,9,0,11,1,82,82,and,and
RD,Story17,4,RD_Story17_s4_k73,73,10,0,11,1,83,83,ate,ate
RD,Story18,3,RD_Story18_s3_k26,26,0,0,12,1,26,26,her,their
RD,Story18,3,RD_Story18_s3_k26,26,1,0,12,1,27,27,"lives,","lives,"
RD,Story18,3,RD_Story18_s3_k26,26,2,0,12,1,28,28,the,the
RD,Story18,3,RD_Story18_s3_k26,26,3,0,12,1,29,29,mice,mice
RD,Story18,3,RD_Story18_s3_k26,26,4,0,12,1,30,30,hid,hid
RD,Story18,3,RD_Story18_s3_k26,26,5,0,12,1,31,31,in,in
RD,Story18,3,RD_Story18_s3_k26,26,6,0,12,1,32,32,their,their
RD,Story18,3,RD_Story18_s3_k26,26,7,0,12,1,33,33,holes,holes
RD,Story18,3,RD_Story18_s3_k26,26,8,0,12,1,34,34,and,and
RD,Story18,3,RD_Story18_s3_k26,26,9,0,12,1,35,35,refused,refused
RD,Story18,3,RD_Story18_s3_k26,26,10,0,12,1,36,36,to,to
RD,Story18,4,RD_Story18_s4_k44,44,0,0,9,1,44,44,some,the
RD,Story18,4,RD_Story18_s4_k44,44,1,0,9,1,45,45,cat,cat
RD,Story18,4,RD_Story18_s4_k44,44,2,0,9,1,46,46,decided,decided
RD,Story18,4,RD_Story18_s4_k44,44,3,0,9,1,47,47,to,to
RD,Story18,4,RD_Story18_s4_k44,44,4,0,9,1,48,48,lure,lure
RD,Story18,4,RD_Story18_s4_k44,44,5,0,9,1,49,49,them,them
RD,Story18,4,RD_Story18_s4_k44,44,6,0,9,1,50,50,out,out
RD,Story18,4,RD_Story18_s4_k44,44,7,0,9,1,51,51,with,with
RD,Story18,4,RD_Story18_s4_k44,44,8,0,9,1,52,52,a,a
RD,Story18,4,RD_Story18_s4_k44,44,9,1,9,1,53,53,trick.,trick.
RD,Story18,5,RD_Story18_s5_k57,57,0,0,10,1,57,57,another,a
RD,Story18,5,RD_Story18_s5_k57,57,1,0,10,1,58,58,"peg,","peg,"
RD,Story18,5,RD_Story18_s5_k57,57,2,0,10,1,59,59,hung,hung
RD,Story18,5,RD_Story18_s5_k57,57,3,0,10,1,60,60,herself,herself
RD,Story18,5,RD_Story18_s5_k57,57,4,0,10,1,61,61,from,from
RD,Story18,5,RD_Story18_s5_k57,57,5,0,10,1,62,62,"it,","it,"
RD,Story18,5,RD_Story18_s5_k57,57,6,0,10,1,63,63,and,and
RD,Story18,5,RD_Story18_s5_k57,57,7,0,10,1,64,64,pretended,pretended
RD,Story18,5,RD_Story18_s5_k57,57,8,0,10,1,65,65,to,to
RD,Story18,5,RD_Story18_s5_k57,57,9,0,10,1,66,66,be,be
RD,Story18,5,RD_Story18_s5_k57,57,10,1,10,1,67,67,dead.,dead.
RD,Story18,6,RD_Story18_s6_k90,90,0,0,5,1,90,90,he,we
RD,Story18,6,RD_Story18_s6_k90,90,1,0,5,1,91,91,still,still
RD,Story18,6,RD_Story18_s6_k90,90,2,0,5,1,92,92,wouldn’t,wouldn’t
RD,Story18,6,RD_Story18_s6_k90,90,3,0,5,1,93,93,come,come
RD,Story18,6,RD_Story18_s6_k90,90,4,0,5,1,94,94,near,near
RD,Story18,6,RD_Story18_s6_k90,90,5,1,5,1,95,95,you.”,you.”
RD,Story19,2,RD_Story19_s2_k72,72,0,1,0,2,72,72,it.,me.
RD,Story19,3,RD_Story19_s3_k86,86,0,0,7,2,86,86,A,The
RD,Story19,3,RD_Story19_s3_k86,86,1,0,7,2,87,87,miller,miller
RD,Story19,3,RD_Story19_s3_k86,86,2,0,7,2,88,88,"replied,","replied,"
RD,Story19,3,RD_Story19_s3_k86,86,3,0,7,2,89,89,“Stop,“Stop
RD,Story19,3,RD_Story19_s3_k86,86,4,0,7,2,90,90,complaining,complaining
RD,Story19,3,RD_Story19_s3_k86,86,5,0,7,2,91,91,about,about
RD,Story19,3,RD_Story19_s3_k86,86,6,0,7,2,92,92,the,the
RD,Story19,3,RD_Story19_s3_k86,86,7,1,7,2,93,93,past.,past.
RD,Story19,4,RD_Story19_s4_k98,98,0,0,9,1,98,98,the,all
RD,Story19,4,RD_Story19_s4_k98,98,1,0,9,1,99,99,mortals,mortals
RD,Story19,4,RD_Story19_s4_k98,98,2,0,9,1,100,100,to,to
RD,Story19,4,RD_Story19_s4_k98,98,3,0,9,1,101,101,experience,experience
RD,Story19,4,RD_Story19_s4_k98,98,4,0,9,1,102,102,the,the
RD,Story19,4,RD_Story19_s4_k98,98,5,0,9,1,103,103,ups,ups
RD,Story19,4,RD_Story19_s4_k98,98,6,0,9,1,104,104,and,and
RD,Story19,4,RD_Story19_s4_k98,98,7,0,9,1,105,105,downs,downs
RD,Story19,4,RD_Story19_s4_k98,98,8,0,9,1,106,106,of,of
RD,Story19,4,RD_Story19_s4_k98,98,9,1,9,1,107,107,fortune.”,fortune.”
RD,Story20,3,RD_Story20_s3_k34,34,0,0,4,2,34,34,a,the
RD,Story20,3,RD_Story20_s3_k34,34,1,0,4,2,35,35,"straw,","straw,"
RD,Story20,3,RD_Story20_s3_k34,34,2,0,4,2,36,36,with,with
RD,Story20,3,RD_Story20_s3_k34,34,3,0,4,2,37,37,great,great
RD,Story20,3,RD_Story20_s3_k34,34,4,1,4,2,38,38,excitement.,excitement.
RD,Story20,4,RD_Story20_s4_k51,51,0,0,1,1,51,51,some,the
RD,Story20,4,RD_Story20_s4_k51,51,1,1,1,1,52,52,yard.,yard.
RD,Story20,5,RD_Story20_s5_k59,59,0,0,24,1,59,59,a,the
RD,Story20,5,RD_Story20_s5_k59,59,1,0,24,1,60,60,"rooster,","rooster,"
RD,Story20,5,RD_Story20_s5_k59,59,2,0,24,1,61,61,"""to","""to"
RD,Story20,5,RD_Story20_s5_k59,59,3,0,24,1,62,62,those,those
RD,Story20,5,RD_Story20_s5_k59,59,4,0,24,1,63,63,who,who
RD,Story20,5,RD_Story20_s5_k59,59,5,0,24,1,64,64,value,value
RD,Story20,5,RD_Story20_s5_k59,59,6,0,24,1,65,65,"you,","you,"
RD,Story20,5,RD_Story20_s5_k59,59,7,0,24,1,66,66,but,but
RD,Story20,5,RD_Story20_s5_k59,59,8,0,24,1,67,67,for,for
RD,Story20,5,RD_Story20_s5_k59,59,9,0,24,1,68,68,"me,","me,"
RD,Story20,5,RD_Story20_s5_k59,59,10,0,24,1,69,69,I,I
RD,Story21,2,RD_Story21_s2_k22,22,0,0,11,1,22,22,some,the
RD,Story21,2,RD_Story21_s2_k22,22,1,0,11,1,23,23,"eagle,","eagle,"
RD,Story21,2,RD_Story21_s2_k22,22,2,0,11,1,24,24,aimed,aimed
RD,Story21,2,RD_Story21_s2_k22,22,3,0,11,1,25,25,"carefully,","carefully,"
RD,Story21,2,RD_Story21_s2_k22,22,4,0,11,1,26,26,and,and
RD,Story21,2,RD_Story21_s2_k22,22,5,0,11,1,27,27,shot,shot
RD,Story21,2,RD_Story21_s2_k22,22,6,0,11,1,28,28,him,him
RD,Story21,2,RD_Story21_s2_k22,22,7,0,11,1,29,29,with,with
RD,Story21,2,RD_Story21_s2_k22,22,8,0,11,1,30,30,an,an
RD,Story21,2,RD_Story21_s2_k22,22,9,0,11,1,31,31,"arrow,","arrow,"
RD,Story21,2,RD_Story21_s2_k22,22,10,0,11,1,32,32,without,without
RD,Story21,3,RD_Story21_s3_k42,42,0,0,15,1,42,42,an,the
RD,Story21,3,RD_Story21_s3_k42,42,1,0,15,1,43,43,arrow,arrow
RD,Story21,3,RD_Story21_s3_k42,42,2,0,15,1,44,44,that,that
RD,Story21,3,RD_Story21_s3_k42,42,3,0,15,1,45,45,struck,struck
RD,Story21,3,RD_Story21_s3_k42,42,4,0,15,1,46,46,his,his
RD,Story21,3,RD_Story21_s3_k42,42,5,0,15,1,47,47,heart,heart
RD,Story21,3,RD_Story21_s3_k42,42,6,0,15,1,48,48,and,and
RD,Story21,3,RD_Story21_s3_k42,42,7,0,15,1,49,49,noticed,noticed
RD,Story21,3,RD_Story21_s3_k42,42,8,0,15,1,50,50,that,that
RD,Story21,3,RD_Story21_s3_k42,42,9,0,15,1,51,51,its,its
RD,Story21,3,RD_Story21_s3_k42,42,10,0,15,1,52,52,feathers,feathers
RD,Story21,4,RD_Story21_s4_k62,62,0,0,12,1,62,62,she,he
RD,Story21,4,RD_Story21_s4_k62,62,1,0,12,1,63,63,"said,","said,"
RD,Story21,4,RD_Story21_s4_k62,62,2,0,12,1,64,64,“to,“to
RD,Story21,4,RD_Story21_s4_k62,62,3,0,12,1,65,65,be,be
RD,Story21,4,RD_Story21_s4_k62,62,4,0,12,1,66,66,killed,killed
RD,Story21,4,RD_Story21_s4_k62,62,5,0,12,1,67,67,by,by
RD,Story21,4,RD_Story21_s4_k62,62,6,0,12,1,68,68,an,an
RD,Story21,4,RD_Story21_s4_k62,62,7,0,12,1,69,69,arrow,arrow
RD,Story21,4,RD_Story21_s4_k62,62,8,0,12,1,70,70,made,made
RD,Story21,4,RD_Story21_s4_k62,62,9,0,12,1,71,71,with,with
RD,Story21,4,RD_Story21_s4_k62,62,10,0,12,1,72,72,my,my
