DistType,Model,Bootstrap,Metric,Estimate
CD,log_normal,441,HalfMaximumLow,0.7287454349428449
CD,log_normal,441,HalfMaximumHigh,2.522462158907008
CD,log_normal,441,EffectAtKPlus1,0.08646225200704832
CD,log_normal,441,EffectAtKPlus10,0.013815926495015866
CD,log_normal,441,LocalComponentAtKPlus10,6.540096863624258e-05
CD,log_normal,442,Baseline,0.007180618525080163
CD,log_normal,442,Amplitude,0.08248399087145926
CD,log_normal,442,PeakDistance,1.556691634238132
CD,log_normal,442,PeakEffect,0.08966460939653942
CD,log_normal,442,HalfMaximumLow,0.9401299698912491
CD,log_normal,442,HalfMaximumHigh,2.577610459953004
CD,log_normal,442,EffectAtKPlus1,0.055545842310761304
CD,log_normal,442,EffectAtKPlus10,0.007187244275911827
CD,log_normal,442,LocalComponentAtKPlus10,6.62575083166389e-06
CD,log_normal,443,Baseline,0.018035805272858398
CD,log_normal,443,Amplitude,0.09978118132390137
CD,log_normal,443,PeakDistance,1.3840517082632229
CD,log_normal,443,PeakEffect,0.11781698659675977
CD,log_normal,443,HalfMaximumLow,0.9081327896399124
CD,log_normal,443,HalfMaximumHigh,2.109382188375675
CD,log_normal,443,EffectAtKPlus1,0.08409896963562954
CD,log_normal,443,EffectAtKPlus10,0.018035828653723485
CD,log_normal,443,LocalComponentAtKPlus10,2.338086508776871e-08
CD,log_normal,444,Baseline,0.014507811314388183
CD,log_normal,444,Amplitude,0.09496535704620947
CD,log_normal,444,PeakDistance,1.498488966264987
CD,log_normal,444,PeakEffect,0.10947316836059764
CD,log_normal,444,HalfMaximumLow,0.8538117253267138
CD,log_normal,444,HalfMaximumHigh,2.629934815147535
CD,log_normal,444,EffectAtKPlus1,0.08087145879937997
CD,log_normal,444,EffectAtKPlus10,0.014543275176369006
CD,log_normal,444,LocalComponentAtKPlus10,3.546386198082299e-05
CD,log_normal,445,Baseline,0.00932916495663572
CD,log_normal,445,Amplitude,0.07317939258896165
CD,log_normal,445,PeakDistance,1.3960501363415354
CD,log_normal,445,PeakEffect,0.08250855754559737
CD,log_normal,445,HalfMaximumLow,0.7708974912971037
CD,log_normal,445,HalfMaximumHigh,2.5281649054272157
CD,log_normal,445,EffectAtKPlus1,0.06812741352744246
CD,log_normal,445,EffectAtKPlus10,0.009365071438723609
CD,log_normal,445,LocalComponentAtKPlus10,3.5906482087889185e-05
CD,log_normal,446,Baseline,0.027146925635122523
CD,log_normal,446,Amplitude,0.07626104208770586
CD,log_normal,446,PeakDistance,1.5161102872413421
CD,log_normal,446,PeakEffect,0.10340796772282838
CD,log_normal,446,HalfMaximumLow,0.9689077235794703
CD,log_normal,446,HalfMaximumHigh,2.3723522345216326
CD,log_normal,446,EffectAtKPlus1,0.0690501646456786
CD,log_normal,446,EffectAtKPlus10,0.027147271137563093
CD,log_normal,446,LocalComponentAtKPlus10,3.455024405706053e-07
CD,log_normal,447,Baseline,0.01540153355895669
CD,log_normal,447,Amplitude,0.06070195707558596
CD,log_normal,447,PeakDistance,1.0238234003583326
CD,log_normal,447,PeakEffect,0.07610349063454265
CD,log_normal,447,HalfMaximumLow,0.4322973916171093
CD,log_normal,447,HalfMaximumHigh,2.4247529026261487
CD,log_normal,447,EffectAtKPlus1,0.07607212335862124
CD,log_normal,447,EffectAtKPlus10,0.015879995909337363
CD,log_normal,447,LocalComponentAtKPlus10,0.00047846235038067307
CD,log_normal,448,Baseline,0.0045999202205088754
CD,log_normal,448,Amplitude,0.08032705920765854
CD,log_normal,448,PeakDistance,1.4578590323539526
CD,log_normal,448,PeakEffect,0.0849269794281674
CD,log_normal,448,HalfMaximumLow,0.8104750820798096
CD,log_normal,448,HalfMaximumHigh,2.6223544748124827
CD,log_normal,448,EffectAtKPlus1,0.06496089764873603
CD,log_normal,448,EffectAtKPlus10,0.004646322832374306
CD,log_normal,448,LocalComponentAtKPlus10,4.640261186543079e-05
CD,log_normal,449,Baseline,0.01005856575415466
CD,log_normal,449,Amplitude,0.09206919941241662
CD,log_normal,449,PeakDistance,1.4122439699301463
CD,log_normal,449,PeakEffect,0.10212776516657128
CD,log_normal,449,HalfMaximumLow,0.8967355169536161
CD,log_normal,449,HalfMaximumHigh,2.2241039781490253
CD,log_normal,449,EffectAtKPlus1,0.07175099696599822
CD,log_normal,449,EffectAtKPlus10,0.010058801606784622
CD,log_normal,449,LocalComponentAtKPlus10,2.3585262996089762e-07
CD,log_normal,450,Baseline,0.012173695827923419
CD,log_normal,450,Amplitude,0.09720247901141556
CD,log_normal,450,PeakDistance,1.4063687821119455
CD,log_normal,450,PeakEffect,0.10937617483933898
CD,log_normal,450,HalfMaximumLow,0.9231589551462176
CD,log_normal,450,HalfMaximumHigh,2.142505513566474
CD,log_normal,450,EffectAtKPlus1,0.0738527067647852
CD,log_normal,450,EffectAtKPlus10,0.01217372410573947
CD,log_normal,450,LocalComponentAtKPlus10,2.8277816050553684e-08
CD,log_normal,451,Baseline,0.02318021697171129
CD,log_normal,451,Amplitude,0.09580608161522128
CD,log_normal,451,PeakDistance,1.5017202238858078
CD,log_normal,451,PeakEffect,0.11898629858693258
CD,log_normal,451,HalfMaximumLow,1.0365504259104121
CD,log_normal,451,HalfMaximumHigh,2.1756429542218445
CD,log_normal,451,EffectAtKPlus1,0.0647941998604858
CD,log_normal,451,EffectAtKPlus10,0.02318021825206468
CD,log_normal,451,LocalComponentAtKPlus10,1.2803533892824515e-09
CD,log_normal,452,Baseline,0.016039626283360666
CD,log_normal,452,Amplitude,0.09340287885276938
CD,log_normal,452,PeakDistance,1.377481455943707
CD,log_normal,452,PeakEffect,0.10944250513613005
CD,log_normal,452,HalfMaximumLow,0.8310563772346405
CD,log_normal,452,HalfMaximumHigh,2.283184647210844
CD,log_normal,452,EffectAtKPlus1,0.08674370346789254
CD,log_normal,452,EffectAtKPlus10,0.016041802112264126
CD,log_normal,452,LocalComponentAtKPlus10,2.1758289034598532e-06
CD,log_normal,453,Baseline,0.019256005706203644
CD,log_normal,453,Amplitude,0.08132149449044064
CD,log_normal,453,PeakDistance,1.6035949406185517
CD,log_normal,453,PeakEffect,0.10057750019664428
CD,log_normal,453,HalfMaximumLow,1.026677500911126
CD,log_normal,453,HalfMaximumHigh,2.5046976594844255
CD,log_normal,453,EffectAtKPlus1,0.05663084810261743
CD,log_normal,453,EffectAtKPlus10,0.019256695079951675
CD,log_normal,453,LocalComponentAtKPlus10,6.893737480306861e-07
CD,log_normal,454,Baseline,0.013779990514997936
CD,log_normal,454,Amplitude,0.08892573538976872
CD,log_normal,454,PeakDistance,1.5872093446379647
CD,log_normal,454,PeakEffect,0.10270572590476666
CD,log_normal,454,HalfMaximumLow,0.9511144491441177
CD,log_normal,454,HalfMaximumHigh,2.6487175186677776
CD,log_normal,454,EffectAtKPlus1,0.06436706790083858
CD,log_normal,454,EffectAtKPlus10,0.013791475669871578
CD,log_normal,454,LocalComponentAtKPlus10,1.1485154873642003e-05
CD,log_normal,455,Baseline,0.02013068563046633
CD,log_normal,455,Amplitude,0.07167747371850859
CD,log_normal,455,PeakDistance,1.4613104843149416
CD,log_normal,455,PeakEffect,0.09180815934897492
CD,log_normal,455,HalfMaximumLow,0.7253467368332559
CD,log_normal,455,HalfMaximumHigh,2.9440103927284444
CD,log_normal,455,EffectAtKPlus1,0.07862217176468168
CD,log_normal,455,EffectAtKPlus10,0.020516009056549173
CD,log_normal,455,LocalComponentAtKPlus10,0.00038532342608284254
CD,log_normal,456,Baseline,0.01746746719836879
CD,log_normal,456,Amplitude,0.07153537723520598
CD,log_normal,456,PeakDistance,1.3021533667340488
CD,log_normal,456,PeakEffect,0.08900284443357477
CD,log_normal,456,HalfMaximumLow,0.6585563611786467
CD,log_normal,456,HalfMaximumHigh,2.5747278296152576
CD,log_normal,456,EffectAtKPlus1,0.08193933958580905
CD,log_normal,456,EffectAtKPlus10,0.017612922435589002
CD,log_normal,456,LocalComponentAtKPlus10,0.00014545523722021142
CD,log_normal,457,Baseline,0.005510882458694756
CD,log_normal,457,Amplitude,0.07324591089779611
CD,log_normal,457,PeakDistance,1.543362899377692
CD,log_normal,457,PeakEffect,0.07875679335649087
CD,log_normal,457,HalfMaximumLow,0.6716340154770489
CD,log_normal,457,HalfMaximumHigh,3.5465282941091796
CD,log_normal,457,EffectAtKPlus1,0.06616874150340253
CD,log_normal,457,EffectAtKPlus10,0.00773079022892153
CD,log_normal,457,LocalComponentAtKPlus10,0.002219907770226774
CD,log_normal,458,Baseline,0.023707386175073297
CD,log_normal,458,Amplitude,0.18122575200660784
CD,log_normal,458,PeakDistance,1.4502054302290566
CD,log_normal,458,PeakEffect,0.20493313818168113
CD,log_normal,458,HalfMaximumLow,1.1292906618971807
CD,log_normal,458,HalfMaximumHigh,1.8623157534418049
CD,log_normal,458,EffectAtKPlus1,0.06291465840275395
CD,log_normal,458,EffectAtKPlus10,0.023707386175073297
CD,log_normal,458,LocalComponentAtKPlus10,0.0
CD,log_normal,459,Baseline,0.012598268825383894
CD,log_normal,459,Amplitude,0.10257191953841606
CD,log_normal,459,PeakDistance,1.5387091454083612
CD,log_normal,459,PeakEffect,0.11517018836379996
CD,log_normal,459,HalfMaximumLow,0.9215330142673286
CD,log_normal,459,HalfMaximumHigh,2.5692251905328938
CD,log_normal,459,EffectAtKPlus1,0.07544993250980962
CD,log_normal,459,EffectAtKPlus10,0.01260823920111866
CD,log_normal,459,LocalComponentAtKPlus10,9.970375734765988e-06
CD,log_normal,460,Baseline,0.02126951884337112
CD,log_normal,460,Amplitude,0.055432767008773975
CD,log_normal,460,PeakDistance,1.6416739968229788
CD,log_normal,460,PeakEffect,0.0767022858521451
CD,log_normal,460,HalfMaximumLow,0.9751314994466143
CD,log_normal,460,HalfMaximumHigh,2.7638257131209434
CD,log_normal,460,EffectAtKPlus1,0.050859156303564995
CD,log_normal,460,EffectAtKPlus10,0.0212827534190522
CD,log_normal,460,LocalComponentAtKPlus10,1.3234575681080052e-05
CD,log_normal,461,Baseline,0.010311161852863477
CD,log_normal,461,Amplitude,0.0947817330247379
CD,log_normal,461,PeakDistance,1.541813833085821
CD,log_normal,461,PeakEffect,0.10509289487760137
CD,log_normal,461,HalfMaximumLow,0.8595071494715886
CD,log_normal,461,HalfMaximumHigh,2.7657593044528497
CD,log_normal,461,EffectAtKPlus1,0.07509571245751165
CD,log_normal,461,EffectAtKPlus10,0.010389723037423231
CD,log_normal,461,LocalComponentAtKPlus10,7.85611845597542e-05
CD,log_normal,462,Baseline,0.0260086165049336
CD,log_normal,462,Amplitude,0.03715889790230894
CD,log_normal,462,PeakDistance,1.1032272944058348
CD,log_normal,462,PeakEffect,0.06316751440724254
CD,log_normal,462,HalfMaximumLow,0.4230377988673878
CD,log_normal,462,HalfMaximumHigh,2.8770726076502524
CD,log_normal,462,EffectAtKPlus1,0.06289794634926571
CD,log_normal,462,EffectAtKPlus10,0.02695926781977643
CD,log_normal,462,LocalComponentAtKPlus10,0.0009506513148428292
CD,log_normal,463,Baseline,0.021625798570243215
CD,log_normal,463,Amplitude,0.08389216155406075
CD,log_normal,463,PeakDistance,1.4620908237649932
CD,log_normal,463,PeakEffect,0.10551796012430396
CD,log_normal,463,HalfMaximumLow,0.8539043440889397
CD,log_normal,463,HalfMaximumHigh,2.5034532166698282
CD,log_normal,463,EffectAtKPlus1,0.08099160356204661
CD,log_normal,463,EffectAtKPlus10,0.021637713473966102
CD,log_normal,463,LocalComponentAtKPlus10,1.1914903722886477e-05
CD,log_normal,464,Baseline,0.02409404145379226
CD,log_normal,464,Amplitude,0.07906983457980643
CD,log_normal,464,PeakDistance,1.4530112502484447
CD,log_normal,464,PeakEffect,0.1031638760335987
CD,log_normal,464,HalfMaximumLow,0.8914381205468894
CD,log_normal,464,HalfMaximumHigh,2.368354734542112
CD,log_normal,464,EffectAtKPlus1,0.07681006035657083
CD,log_normal,464,EffectAtKPlus10,0.02409564599090222
CD,log_normal,464,LocalComponentAtKPlus10,1.6045371099594752e-06
CD,log_normal,465,Baseline,0.005646905107064916
CD,log_normal,465,Amplitude,0.08968077107205757
CD,log_normal,465,PeakDistance,1.4372782804697823
CD,log_normal,465,PeakEffect,0.0953276761791225
CD,log_normal,465,HalfMaximumLow,0.8358712109693366
CD,log_normal,465,HalfMaximumHigh,2.4713961055251077
CD,log_normal,465,EffectAtKPlus1,0.07139331642053222
CD,log_normal,465,EffectAtKPlus10,0.0056594113098016275
CD,log_normal,465,LocalComponentAtKPlus10,1.2506202736711769e-05
CD,log_normal,466,Baseline,0.02153837221690943
CD,log_normal,466,Amplitude,0.08552227031111198
CD,log_normal,466,PeakDistance,1.4477437189678153
CD,log_normal,466,PeakEffect,0.10706064252802142
CD,log_normal,466,HalfMaximumLow,0.8801577738481416
CD,log_normal,466,HalfMaximumHigh,2.3813479106671935
CD,log_normal,466,EffectAtKPlus1,0.07983936619609538
CD,log_normal,466,EffectAtKPlus10,0.021540840951444696
CD,log_normal,466,LocalComponentAtKPlus10,2.468734535264472e-06
CD,log_normal,467,Baseline,0.02742170251165731
CD,log_normal,467,Amplitude,0.05553474883381131
CD,log_normal,467,PeakDistance,1.2765221228168684
CD,log_normal,467,PeakEffect,0.08295645134546861
CD,log_normal,467,HalfMaximumLow,0.7135295424616225
CD,log_normal,467,HalfMaximumHigh,2.283729871112559
CD,log_normal,467,EffectAtKPlus1,0.07657285476298896
CD,log_normal,467,EffectAtKPlus10,0.027431135007164157
CD,log_normal,467,LocalComponentAtKPlus10,9.432495506847549e-06
CD,log_normal,468,Baseline,0.02235129917990523
CD,log_normal,468,Amplitude,0.08876448631215456
CD,log_normal,468,PeakDistance,1.4611355196972196
CD,log_normal,468,PeakEffect,0.11111578549205979
CD,log_normal,468,HalfMaximumLow,0.8894231822278893
CD,log_normal,468,HalfMaximumHigh,2.4003388371024625
CD,log_normal,468,EffectAtKPlus1,0.0815837245389442
CD,log_normal,468,EffectAtKPlus10,0.022353983618991158
CD,log_normal,468,LocalComponentAtKPlus10,2.6844390859266654e-06
CD,log_normal,469,Baseline,0.013155225819355446
CD,log_normal,469,Amplitude,0.09132172706861051
CD,log_normal,469,PeakDistance,1.4252482743115755
CD,log_normal,469,PeakEffect,0.10447695288796596
CD,log_normal,469,HalfMaximumLow,0.88461189459833
CD,log_normal,469,HalfMaximumHigh,2.296298134619225
CD,log_normal,469,EffectAtKPlus1,0.07544525022772752
CD,log_normal,469,EffectAtKPlus10,0.013156092365057171
CD,log_normal,469,LocalComponentAtKPlus10,8.665457017255351e-07
CD,log_normal,470,Baseline,0.0141826366964418
CD,log_normal,470,Amplitude,0.07207158252155067
CD,log_normal,470,PeakDistance,1.4149466802714517
CD,log_normal,470,PeakEffect,0.08625421921799248
CD,log_normal,470,HalfMaximumLow,0.8200992027325187
CD,log_normal,470,HalfMaximumHigh,2.4412584493929725
CD,log_normal,470,EffectAtKPlus1,0.06861480933956705
CD,log_normal,470,EffectAtKPlus10,0.014192369575424038
CD,log_normal,470,LocalComponentAtKPlus10,9.732878982237833e-06
CD,log_normal,471,Baseline,0.018097084528567293
CD,log_normal,471,Amplitude,0.08917160779603527
CD,log_normal,471,PeakDistance,1.5249749862952133
CD,log_normal,471,PeakEffect,0.10726869232460257
CD,log_normal,471,HalfMaximumLow,0.9826122124773277
CD,log_normal,471,HalfMaximumHigh,2.3667003923785903
CD,log_normal,471,EffectAtKPlus1,0.0651671415963247
CD,log_normal,471,EffectAtKPlus10,0.01809735929509608
CD,log_normal,471,LocalComponentAtKPlus10,2.747665287863854e-07
CD,log_normal,472,Baseline,0.013803309076073503
CD,log_normal,472,Amplitude,0.08032173654579221
CD,log_normal,472,PeakDistance,1.4638977258154442
CD,log_normal,472,PeakEffect,0.09412504562186572
CD,log_normal,472,HalfMaximumLow,0.8837478226291294
CD,log_normal,472,HalfMaximumHigh,2.424895990433406
CD,log_normal,472,EffectAtKPlus1,0.06790119707239546
CD,log_normal,472,EffectAtKPlus10,0.013806786699869691
CD,log_normal,472,LocalComponentAtKPlus10,3.477623796188309e-06
CD,log_normal,473,Baseline,0.02609413402777861
CD,log_normal,473,Amplitude,0.07678349051925544
CD,log_normal,473,PeakDistance,1.4229663004439177
CD,log_normal,473,PeakEffect,0.10287762454703406
CD,log_normal,473,HalfMaximumLow,0.9352302583333569
CD,log_normal,473,HalfMaximumHigh,2.1650637093451595
CD,log_normal,473,EffectAtKPlus1,0.07315192268816322
CD,log_normal,473,EffectAtKPlus10,0.02609415847308549
CD,log_normal,473,LocalComponentAtKPlus10,2.444530687942259e-08
CD,log_normal,474,Baseline,0.013291094961880077
CD,log_normal,474,Amplitude,0.07209034227353105
CD,log_normal,474,PeakDistance,1.4678336973624027
CD,log_normal,474,PeakEffect,0.08538143723541113
CD,log_normal,474,HalfMaximumLow,0.7687991616089614
CD,log_normal,474,HalfMaximumHigh,2.8024689290809275
CD,log_normal,474,EffectAtKPlus1,0.06976682255228935
CD,log_normal,474,EffectAtKPlus10,0.013452487898106628
CD,log_normal,474,LocalComponentAtKPlus10,0.00016139293622655093
CD,log_normal,475,Baseline,0.01529023495091401
CD,log_normal,475,Amplitude,0.11491993763260142
CD,log_normal,475,PeakDistance,1.4063302529814012
CD,log_normal,475,PeakEffect,0.13021017258351542
CD,log_normal,475,HalfMaximumLow,0.9295535328678883
CD,log_normal,475,HalfMaximumHigh,2.127650221874655
CD,log_normal,475,EffectAtKPlus1,0.08710600468324747
CD,log_normal,475,EffectAtKPlus10,0.0152902550570708
CD,log_normal,475,LocalComponentAtKPlus10,2.010615678983696e-08
CD,log_normal,476,Baseline,0.018308952033371448
CD,log_normal,476,Amplitude,0.09060093829691555
CD,log_normal,476,PeakDistance,1.4996943868744488
CD,log_normal,476,PeakEffect,0.108909890330287
CD,log_normal,476,HalfMaximumLow,0.9065011921969318
CD,log_normal,476,HalfMaximumHigh,2.4810593448553666
CD,log_normal,476,EffectAtKPlus1,0.07612562684547282
CD,log_normal,476,EffectAtKPlus10,0.01831375228671442
CD,log_normal,476,LocalComponentAtKPlus10,4.8002533429708505e-06
CD,log_normal,477,Baseline,0.020951727261401557
CD,log_normal,477,Amplitude,0.08422141269544868
CD,log_normal,477,PeakDistance,1.689990222280351
CD,log_normal,477,PeakEffect,0.10517313995685024
CD,log_normal,477,HalfMaximumLow,1.0595287338027428
CD,log_normal,477,HalfMaximumHigh,2.6956012237181257
CD,log_normal,477,EffectAtKPlus1,0.05604401139702499
CD,log_normal,477,EffectAtKPlus10,0.02095536352893823
CD,log_normal,477,LocalComponentAtKPlus10,3.6362675366746755e-06
CD,log_normal,478,Baseline,0.009673792846678396
CD,log_normal,478,Amplitude,0.08556209219303594
CD,log_normal,478,PeakDistance,1.46138035304476
CD,log_normal,478,PeakEffect,0.09523588503971434
CD,log_normal,478,HalfMaximumLow,0.8619716494604911
CD,log_normal,478,HalfMaximumHigh,2.477613431488056
CD,log_normal,478,EffectAtKPlus1,0.06948954137238648
CD,log_normal,478,EffectAtKPlus10,0.009682445083553712
CD,log_normal,478,LocalComponentAtKPlus10,8.652236875315855e-06
CD,log_normal,479,Baseline,0.06112443557387341
CD,log_normal,479,Amplitude,-0.05441014727786732
CD,log_normal,479,PeakDistance,5.183726497222741
CD,log_normal,479,PeakEffect,0.0067142882960060934
CD,log_normal,479,HalfMaximumLow,3.3929916478512365
CD,log_normal,479,HalfMaximumHigh,7.919565736339618
CD,log_normal,479,EffectAtKPlus1,0.06112285938935396
CD,log_normal,479,EffectAtKPlus10,0.0508414185183995
CD,log_normal,479,LocalComponentAtKPlus10,-0.010283017055473909
CD,log_normal,480,Baseline,0.010964928415147134
CD,log_normal,480,Amplitude,0.09098709137379822
CD,log_normal,480,PeakDistance,1.4871361504403466
CD,log_normal,480,PeakEffect,0.10195201978894536
CD,log_normal,480,HalfMaximumLow,0.8607611056218012
CD,log_normal,480,HalfMaximumHigh,2.56932372466914
CD,log_normal,480,EffectAtKPlus1,0.0741199883982332
CD,log_normal,480,EffectAtKPlus10,0.010984985052940864
CD,log_normal,480,LocalComponentAtKPlus10,2.0056637793730223e-05
CD,log_normal,481,Baseline,0.007025260225104095
CD,log_normal,481,Amplitude,0.10452613252476964
CD,log_normal,481,PeakDistance,1.4640175321371884
CD,log_normal,481,PeakEffect,0.11155139274987373
CD,log_normal,481,HalfMaximumLow,0.9382548859878842
CD,log_normal,481,HalfMaximumHigh,2.2843977328701492
CD,log_normal,481,EffectAtKPlus1,0.06986894799814748
CD,log_normal,481,EffectAtKPlus10,0.007025514353707614
CD,log_normal,481,LocalComponentAtKPlus10,2.5412860351833877e-07
CD,log_normal,482,Baseline,0.0838703613418523
CD,log_normal,482,Amplitude,-0.08815207786524176
CD,log_normal,482,PeakDistance,5.083200004562464
CD,log_normal,482,PeakEffect,-0.004281716523389462
CD,log_normal,482,HalfMaximumLow,2.685225792780526
CD,log_normal,482,HalfMaximumHigh,9.622625537060655
CD,log_normal,482,EffectAtKPlus1,0.08289048487457507
CD,log_normal,482,EffectAtKPlus10,0.043429736747012976
CD,log_normal,482,LocalComponentAtKPlus10,-0.040440624594839325
CD,log_normal,483,Baseline,0.014072175750479579
CD,log_normal,483,Amplitude,0.07701885258090398
CD,log_normal,483,PeakDistance,1.2051729428854545
CD,log_normal,483,PeakEffect,0.09109102833138355
CD,log_normal,483,HalfMaximumLow,0.6178066224669592
CD,log_normal,483,HalfMaximumHigh,2.350965123137483
CD,log_normal,483,EffectAtKPlus1,0.08703735500854289
CD,log_normal,483,EffectAtKPlus10,0.014145961794478313
CD,log_normal,483,LocalComponentAtKPlus10,7.378604399873451e-05
CD,log_normal,484,Baseline,0.06782117409493173
CD,log_normal,484,Amplitude,-0.05900788405896682
CD,log_normal,484,PeakDistance,5.67266788697236
CD,log_normal,484,PeakEffect,0.008813290035964906
CD,log_normal,484,HalfMaximumLow,3.115049799567674
CD,log_normal,484,HalfMaximumHigh,10.330223600391069
CD,log_normal,484,EffectAtKPlus1,0.06764459545812151
CD,log_normal,484,EffectAtKPlus10,0.03607963899594497
CD,log_normal,484,LocalComponentAtKPlus10,-0.03174153509898676
CD,log_normal,485,Baseline,0.01892463095481688
CD,log_normal,485,Amplitude,0.08705350711044064
CD,log_normal,485,PeakDistance,1.5140118021517792
CD,log_normal,485,PeakEffect,0.10597813806525752
CD,log_normal,485,HalfMaximumLow,0.9417720584977342
CD,log_normal,485,HalfMaximumHigh,2.43395598369241
CD,log_normal,485,EffectAtKPlus1,0.07021410697367757
CD,log_normal,485,EffectAtKPlus10,0.018926144307910498
CD,log_normal,485,LocalComponentAtKPlus10,1.5133530936184414e-06
CD,log_normal,486,Baseline,0.019306509167079763
CD,log_normal,486,Amplitude,0.08117988525635736
CD,log_normal,486,PeakDistance,1.4843434912422575
CD,log_normal,486,PeakEffect,0.10048639442343713
CD,log_normal,486,HalfMaximumLow,0.8901017547793544
CD,log_normal,486,HalfMaximumHigh,2.4753075568752463
CD,log_normal,486,EffectAtKPlus1,0.07299456116221686
CD,log_normal,486,EffectAtKPlus10,0.019311765960086585
CD,log_normal,486,LocalComponentAtKPlus10,5.256793006822025e-06
CD,log_normal,487,Baseline,0.06641845578741624
CD,log_normal,487,Amplitude,-0.05696718360323034
CD,log_normal,487,PeakDistance,5.488660253733492
CD,log_normal,487,PeakEffect,0.009451272184185906
CD,log_normal,487,HalfMaximumLow,3.1257919871282023
CD,log_normal,487,HalfMaximumHigh,9.637682707284462
CD,log_normal,487,EffectAtKPlus1,0.06631793820679201
CD,log_normal,487,EffectAtKPlus10,0.040486439697992996
CD,log_normal,487,LocalComponentAtKPlus10,-0.02593201608942325
CD,log_normal,488,Baseline,0.07740521317769226
CD,log_normal,488,Amplitude,-0.07515016258339324
CD,log_normal,488,PeakDistance,4.8244348653428695
CD,log_normal,488,PeakEffect,0.002255050594299021
CD,log_normal,488,HalfMaximumLow,3.010058555042278
CD,log_normal,488,HalfMaximumHigh,7.7324647824364225
CD,log_normal,488,EffectAtKPlus1,0.07737165129412901
CD,log_normal,488,EffectAtKPlus10,0.06304235600278311
CD,log_normal,488,LocalComponentAtKPlus10,-0.01436285717490915
CD,log_normal,489,Baseline,0.018971774246186967
CD,log_normal,489,Amplitude,0.0756783886048851
CD,log_normal,489,PeakDistance,1.6279975643003919
CD,log_normal,489,PeakEffect,0.09465016285107207
CD,log_normal,489,HalfMaximumLow,0.9856031170749093
CD,log_normal,489,HalfMaximumHigh,2.6890905917930157
CD,log_normal,489,EffectAtKPlus1,0.05833472546437188
CD,log_normal,489,EffectAtKPlus10,0.018980494719414112
CD,log_normal,489,LocalComponentAtKPlus10,8.720473227145226e-06
CD,log_normal,490,Baseline,0.010597579234527471
CD,log_normal,490,Amplitude,0.08406975753701133
CD,log_normal,490,PeakDistance,1.4571507748537227
CD,log_normal,490,PeakEffect,0.09466733677153881
CD,log_normal,490,HalfMaximumLow,0.8150524549363632
CD,log_normal,490,HalfMaximumHigh,2.6050941479865655
CD,log_normal,490,EffectAtKPlus1,0.0734371595086022
CD,log_normal,490,EffectAtKPlus10,0.010638892799525113
CD,log_normal,490,LocalComponentAtKPlus10,4.131356499764184e-05
CD,log_normal,491,Baseline,0.027699616849856275
CD,log_normal,491,Amplitude,0.09109138398565257
CD,log_normal,491,PeakDistance,1.4617562250412637
CD,log_normal,491,PeakEffect,0.11879100083550885
CD,log_normal,491,HalfMaximumLow,1.0095308475063491
CD,log_normal,491,HalfMaximumHigh,2.1165586635860048
CD,log_normal,491,EffectAtKPlus1,0.07163565932582971
CD,log_normal,491,EffectAtKPlus10,0.027699617534167276
CD,log_normal,491,LocalComponentAtKPlus10,6.843110002263675e-10
CD,log_normal,492,Baseline,0.02627391007400572
CD,log_normal,492,Amplitude,0.061696729512306446
CD,log_normal,492,PeakDistance,1.5760176341044314
CD,log_normal,492,PeakEffect,0.08797063958631217
CD,log_normal,492,HalfMaximumLow,0.9553465592281735
CD,log_normal,492,HalfMaximumHigh,2.5999272819015773
CD,log_normal,492,EffectAtKPlus1,0.0610809293909977
CD,log_normal,492,EffectAtKPlus10,0.026278796956023507
CD,log_normal,492,LocalComponentAtKPlus10,4.8868820177877526e-06
CD,log_normal,493,Baseline,0.061677877474040486
CD,log_normal,493,Amplitude,-0.05262451051981596
CD,log_normal,493,PeakDistance,5.062885995593433
CD,log_normal,493,PeakEffect,0.009053366954224526
CD,log_normal,493,HalfMaximumLow,3.108790679462861
CD,log_normal,493,HalfMaximumHigh,8.24526873864823
CD,log_normal,493,EffectAtKPlus1,0.06165322952761317
CD,log_normal,493,EffectAtKPlus10,0.04803661964544449
CD,log_normal,493,LocalComponentAtKPlus10,-0.013641257828595994
CD,log_normal,494,Baseline,0.0040888877844656715
CD,log_normal,494,Amplitude,0.09230986314636107
CD,log_normal,494,PeakDistance,1.353411197130408
CD,log_normal,494,PeakEffect,0.09639875093082674
CD,log_normal,494,HalfMaximumLow,0.7989048469124829
CD,log_normal,494,HalfMaximumHigh,2.292791032119777
CD,log_normal,494,EffectAtKPlus1,0.07754600491145351
CD,log_normal,494,EffectAtKPlus10,0.004093174961702848
CD,log_normal,494,LocalComponentAtKPlus10,4.287177237176712e-06
CD,log_normal,495,Baseline,0.01756452655977793
CD,log_normal,495,Amplitude,0.07780211458933632
CD,log_normal,495,PeakDistance,1.5392276472769708
CD,log_normal,495,PeakEffect,0.09536664114911425
CD,log_normal,495,HalfMaximumLow,0.9562588852289641
CD,log_normal,495,HalfMaximumHigh,2.4775944953175713
CD,log_normal,495,EffectAtKPlus1,0.06160727502073789
CD,log_normal,495,EffectAtKPlus10,0.01756625898005888
CD,log_normal,495,LocalComponentAtKPlus10,1.732420280949748e-06
CD,log_normal,496,Baseline,0.02385671278988141
CD,log_normal,496,Amplitude,0.10294678502939932
CD,log_normal,496,PeakDistance,1.386044102180661
