DistType,BoundaryModulationBeta,SE,Z,P_Wald,CILow,CIHigh,AdditionalPercentChangeAtBoundary
CD,0.015150017777965284,0.011594151173648494,1.306694862871778,0.19131636407392905,-0.007574518522385762,0.03787455407831633,1.5265361045356585
RD,0.030173686529444042,0.010783362549779131,2.798170458440356,0.005139298252117352,0.009038295931876945,0.05130907712701114,3.0633525569035314
