Participant,Story,Story_Version,Word,RT,Word_Condition,WordIndex,SentenceIndex,log_RT,N_Observations,RT_Replaced,StoryNumber,VersionOrder,FreqH,Length,prev_index,lag1_logRT,item_uid,resid_logRT,DistType,MapSentenceIndex,PerturbationID,AnchorDistWordIndex,Distance,AtBoundary,EndDistance,N_K_Spans,DistWordIndex,OriginalWordIndex,DistWord,OriginalWord,ItemID,Condition
P072,Story20,CD,great,433.0999999642372,K+2,37,3,6.070968648138007,1,False,20,1,10.363612493908708,5,36.0,6.126650819741151,Story20_CD_w37,0.14440406583215815,CD,3,CD_Story20_s3_k35,35,2,0,3,1,37,37,great,great,CD_Story20_s3_k35_d2_dw37_ow37,CD
P072,Story20,CD,excitement.,420.3999999880325,K+3|K_END,38,3,6.041206638974329,1,False,20,1,15.977372258937299,10,37.0,6.070968648138007,Story20_CD_w38,0.13769342378193006,CD,3,CD_Story20_s3_k35,35,3,1,3,1,38,38,excitement.,excitement.,CD_Story20_s3_k35_d3_dw38_ow38,CD
P072,Story20,CD,than,484.1000000238419,K+1,78,5,6.182291496994899,1,False,20,1,9.53282487738598,4,77.0,6.31698416503931,Story20_CD_w78,0.17693250545392214,CD,5,CD_Story20_s5_k77,77,1,0,6,1,78,78,than,than,CD_Story20_s5_k77_d1_dw78_ow78,CD
P072,Story20,CD,a,455.0,K+2,79,5,6.12029741895095,1,False,20,1,5.448508591452505,1,78.0,6.182291496994899,Story20_CD_w79,0.17069864740840401,CD,5,CD_Story20_s5_k77,77,2,0,6,1,79,79,a,a,CD_Story20_s5_k77_d2_dw79_ow79,CD
P072,Story20,CD,whole,423.1999999999534,K+3,80,5,6.0478448805439795,1,False,20,1,11.761643567881862,5,79.0,6.12029741895095,Story20_CD_w80,0.12391048613880429,CD,5,CD_Story20_s5_k77,77,3,0,6,1,80,80,whole,whole,CD_Story20_s5_k77_d3_dw80_ow80,CD
P072,Story20,CD,pile,533.1000000238419,CD,81,5,6.278709023873438,1,False,20,1,16.144972207433366,4,80.0,6.0478448805439795,Story20_CD_w81,0.3847686116179476,CD,5,CD_Story20_s5_k77,77,4,0,6,1,81,81,pile,pile,CD_Story20_s5_k77_d4_dw81_ow81,CD
P072,Story20,CD,of,416.8999999761581,CD,82,5,6.032846384829562,1,False,20,1,5.316168825598678,2,81.0,6.278709023873438,Story20_CD_w82,0.04333257864920359,CD,5,CD_Story20_s5_k77,77,5,0,6,1,82,82,of,of,CD_Story20_s5_k77_d5_dw82_ow82,CD
P072,Story20,CD,"pearls.""",645.4000000000233,K_END,83,5,6.469870279617897,1,False,20,1,18.13663290652064,6,82.0,6.032846384829562,Story20_CD_w83,0.5821389612412631,CD,5,CD_Story20_s5_k77,77,6,1,6,1,83,83,"pearls.""","pearls.""",CD_Story20_s5_k77_d6_dw83_ow83,CD
P072,Story21,CD,without,354.0,K+1,32,2,5.869296913133774,1,False,21,1,10.994930630321603,7,31.0,5.363168338867217,Story21_CD_w32,0.2587996544363742,CD,2,CD_Story21_s2_k31,31,1,0,2,1,32,32,without,without,CD_Story21_s2_k31_d1_dw32_ow32,CD
P072,Story21,CD,mercy.,398.6000000238419,K+2|K_END,33,2,5.987958407838509,1,False,21,1,15.777763233245139,5,32.0,5.869296913133774,Story21_CD_w33,0.16793348101822403,CD,2,CD_Story21_s2_k31,31,2,1,2,1,33,33,mercy.,mercy.,CD_Story21_s2_k31_d2_dw33_ow33,CD
P072,Story21,CD,and,273.5000000238688,K+1,48,3,5.611301621949307,1,False,21,1,5.282087830355572,3,47.0,5.99744661872628,Story21_CD_w48,-0.26177486202193023,CD,3,CD_Story21_s3_k47,47,1,0,10,1,48,48,and,and,CD_Story21_s3_k47_d1_dw48_ow48,CD
P072,Story21,CD,noticed,287.2000000476837,K+2,49,3,5.660178837340099,1,False,21,1,14.515404404591045,7,48.0,5.611301621949307,Story21_CD_w49,-0.05304091289654522,CD,3,CD_Story21_s3_k47,47,2,0,10,1,49,49,noticed,noticed,CD_Story21_s3_k47_d2_dw49_ow49,CD
P072,Story21,CD,that,239.4000000357646,K+3,50,3,5.478135793273265,1,False,21,1,6.6152870375779536,4,49.0,5.660178837340099,Story21_CD_w50,-0.25531820076202916,CD,3,CD_Story21_s3_k47,47,3,0,10,1,50,50,that,that,CD_Story21_s3_k47_d3_dw50_ow50,CD
P072,Story21,CD,its,238.3000000119227,CD,51,3,5.473530384154729,1,False,21,1,9.501116017658642,3,50.0,5.478135793273265,Story21_CD_w51,-0.1845612287374152,CD,3,CD_Story21_s3_k47,47,4,0,10,1,51,51,its,its,CD_Story21_s3_k47_d4_dw51_ow51,CD
P072,Story21,CD,feathers,252.8000000119191,CD,52,3,5.532598662319851,1,False,21,1,17.30629807994948,8,51.0,5.473530384154729,Story21_CD_w52,-0.12358639820117467,CD,3,CD_Story21_s3_k47,47,5,0,10,1,52,52,feathers,feathers,CD_Story21_s3_k47_d5_dw52_ow52,CD
P072,Story21,CD,came,243.0,CD,53,3,5.493061443340548,1,False,21,1,11.627787821147072,4,52.0,5.532598662319851,Story21_CD_w53,-0.187576768441315,CD,3,CD_Story21_s3_k47,47,6,0,10,1,53,53,came,came,CD_Story21_s3_k47_d6_dw53_ow53,CD
P072,Story21,CD,from,279.5,CD,54,3,5.633002292595154,1,False,21,1,7.871548214816321,4,53.0,5.493061443340548,Story21_CD_w54,-0.031268257454111215,CD,3,CD_Story21_s3_k47,47,7,0,10,1,54,54,from,from,CD_Story21_s3_k47_d7_dw54_ow54,CD
P072,Story21,CD,his,253.8999999761563,CD,55,3,5.536940488616723,1,False,21,1,8.269790471552188,3,54.0,5.633002292595154,Story21_CD_w55,-0.18526292930498744,CD,3,CD_Story21_s3_k47,47,8,0,10,1,55,55,his,his,CD_Story21_s3_k47_d8_dw55_ow55,CD
P072,Story21,CD,own,351.0999999642354,CD,56,3,5.861071083072522,1,False,21,1,10.828280760912152,3,55.0,5.536940488616723,Story21_CD_w56,0.17863543722818598,CD,3,CD_Story21_s3_k47,47,9,0,10,1,56,56,own,own,CD_Story21_s3_k47_d9_dw56_ow56,CD
P072,Story21,CD,wings.,332.000000011989,K_END,57,3,5.8051349689526,1,False,21,1,15.150208855799514,5,56.0,5.861071083072522,Story21_CD_w57,-0.01148461962214764,CD,3,CD_Story21_s3_k47,47,10,1,10,1,57,57,wings.,wings.,CD_Story21_s3_k47_d10_dw57_ow57,CD
P073,Story8,CD,to,171.6000000005588,K+1,24,2,5.145166187057118,1,False,8,1,5.216250016992825,2,23.0,5.0851241460906325,Story8_CD_w24,-0.01850473973603961,CD,2,CD_Story8_s2_k23,23,1,0,2,1,24,24,to,to,CD_Story8_s2_k23_d1_dw24_ow24,CD
P073,Story8,CD,join.,171.2000000001863,K+2|K_END,25,2,5.1428324637087295,1,False,8,1,13.287712379549449,4,24.0,5.145166187057118,Story8_CD_w25,-0.04569473374900568,CD,2,CD_Story8_s2_k23,23,2,1,2,1,25,25,join.,join.,CD_Story8_s2_k23_d2_dw25_ow25,CD
P073,Story8,CD,occurred.,186.4000000003707,K+1|K_END,63,3,5.227894902253479,1,False,8,1,14.714337853103505,8,62.0,5.166498791926116,Story8_CD_w63,0.030536409388909114,CD,3,CD_Story8_s3_k62,62,1,1,1,1,63,63,occurred.,occurred.,CD_Story8_s3_k62_d1_dw63_ow63,CD
P073,Story8,CD,the,189.5000000003711,K+1,96,6,5.244389024524439,1,False,8,1,4.218934101564037,3,95.0,5.062595033026967,Story8_CD_w96,0.09004472492664828,CD,6,CD_Story8_s6_k95,95,1,0,19,1,96,96,the,the,CD_Story8_s6_k95_d1_dw96_ow96,CD
P073,Story8,CD,Bat,169.9000000003725,K+2,97,6,5.135210028680079,1,False,8,1,15.609640474436812,3,96.0,5.244389024524439,Story8_CD_w97,-0.09439354900217012,CD,6,CD_Story8_s6_k95,95,2,0,19,1,97,97,Bat,Bat,CD_Story8_s6_k95_d2_dw97_ow97,CD
P073,Story8,CD,"said,",138.9000000000233,K+3,98,6,4.933754249760466,1,False,8,1,9.937215132465315,4,97.0,5.135210028680079,Story8_CD_w98,-0.2506512862178196,CD,6,CD_Story8_s6_k95,95,3,0,19,1,98,98,"said,","said,",CD_Story8_s6_k95_d3_dw98_ow98,CD
P073,Story8,CD,“Now,193.1000000005588,CD,99,6,5.263208189437362,1,False,8,1,9.371235735111732,3,98.0,4.933754249760466,Story8_CD_w99,0.16220154009193255,CD,6,CD_Story8_s6_k95,95,4,0,19,1,99,99,“Now,“Now,CD_Story8_s6_k95_d4_dw99_ow99,CD
P073,Story8,CD,I,184.0,CD,100,6,5.214935757608986,1,False,8,1,6.34519787421021,1,99.0,5.263208189437362,Story8_CD_w100,-0.022458598821407882,CD,6,CD_Story8_s6_k95,95,5,0,19,1,100,100,I,I,CD_Story8_s6_k95_d5_dw100_ow100,CD
P073,Story8,CD,understand:,177.2999999998137,CD,101,6,5.177843213079111,1,False,8,1,12.06120384974077,10,100.0,5.214935757608986,Story8_CD_w101,-0.039567268522089805,CD,6,CD_Story8_s6_k95,95,6,0,19,1,101,101,understand:,understand:,CD_Story8_s6_k95_d6_dw101_ow101,CD
P073,Story8,CD,‘One,172.8999999994412,CD,102,6,5.152713392686013,1,False,8,1,8.405069330187608,3,101.0,5.177843213079111,Story8_CD_w102,-0.0493414762206239,CD,6,CD_Story8_s6_k95,95,7,0,19,1,102,102,‘One,‘One,CD_Story8_s6_k95_d7_dw102_ow102,CD
P073,Story8,CD,who,179.6999999992549,CD,103,6,5.1912887937853665,1,False,8,1,8.834853414835639,3,102.0,5.152713392686013,Story8_CD_w103,-0.00036280422327195083,CD,6,CD_Story8_s6_k95,95,8,0,19,1,103,103,who,who,CD_Story8_s6_k95_d8_dw103_ow103,CD
P073,Story8,CD,tries,171.3999999994412,CD,104,6,5.144000006160419,1,False,8,1,14.848355201075192,5,103.0,5.1912887937853665,Story8_CD_w104,-0.06362107914888249,CD,6,CD_Story8_s6_k95,95,9,0,19,1,104,104,tries,tries,CD_Story8_s6_k95_d9_dw104_ow104,CD
P073,Story8,CD,to,171.2000000005937,CD,105,6,5.142832463711109,1,False,8,1,5.216250016992825,2,104.0,5.144000006160419,Story8_CD_w105,-0.04521195688651947,CD,6,CD_Story8_s6_k95,95,10,0,19,1,105,105,to,to,CD_Story8_s6_k95_d10_dw105_ow105,CD
P073,Story9,CD,leaving,167.2999999992899,K+1,26,2,5.119788607988534,1,False,9,1,13.354139741288426,7,25.0,4.9452074887762825,Story9_CD_w26,0.01404053406158301,CD,2,CD_Story9_s2_k25,25,1,0,5,1,26,26,leaving,leaving,CD_Story9_s2_k25_d1_dw26_ow26,CD
P073,Story9,CD,the,163.2000000007101,K+2,27,2,5.0949764425343576,1,False,9,1,4.218934101564037,3,26.0,5.119788607988534,Story9_CD_w27,-0.08304491661430813,CD,2,CD_Story9_s2_k25,25,2,0,5,1,27,27,the,the,CD_Story9_s2_k25_d2_dw27_ow27,CD
P073,Story9,CD,other,141.7000000001863,K+3,28,2,4.953712146697949,1,False,9,1,9.429731384421878,5,27.0,5.0949764425343576,Story9_CD_w28,-0.21403744469639285,CD,2,CD_Story9_s2_k25,25,3,0,5,1,28,28,other,other,CD_Story9_s2_k25_d3_dw28_ow28,CD
P073,Story9,CD,man,169.699999999837,CD,29,2,5.13403217223922,1,False,9,1,10.563062107816481,3,28.0,4.953712146697949,Story9_CD_w29,0.024763330600047873,CD,2,CD_Story9_s2_k25,25,4,0,5,1,29,29,man,man,CD_Story9_s2_k25_d4_dw29_ow29,CD
P073,Story9,CD,behind.,174.4000000007218,K_END,30,2,5.161351511479018,1,False,9,1,12.324238255574564,6,29.0,5.13403217223922,Story9_CD_w30,-0.022566414184449712,CD,2,CD_Story9_s2_k25,25,5,1,5,1,30,30,behind.,behind.,CD_Story9_s2_k25_d5_dw30_ow30,CD
P073,Story9,CD,the,190.2000000001863,K+1,53,5,5.2480761501122695,1,False,9,1,4.218934101564037,3,52.0,5.172754143574142,Story9_CD_w53,0.04812805983957258,CD,5,CD_Story9_s5_k52,52,1,0,14,1,53,53,the,the,CD_Story9_s5_k52_d1_dw53_ow53,CD
P073,Story9,CD,man,194.7000000001863,K+2,54,5,5.271459912379111,1,False,9,1,10.563062107816481,3,53.0,5.2480761501122695,Story9_CD_w54,0.04032993435952914,CD,5,CD_Story9_s5_k52,52,2,0,14,1,54,54,man,man,CD_Story9_s5_k52_d2_dw54_ow54,CD
P073,Story9,CD,pretended,159.2000000000698,K+3,55,5,5.07016127341072,1,False,9,1,18.036265947990866,9,54.0,5.271459912379111,Story9_CD_w55,-0.17064914042857549,CD,5,CD_Story9_s5_k52,52,3,0,14,1,55,55,pretended,pretended,CD_Story9_s5_k52_d3_dw55_ow55,CD
P073,Story9,CD,to,169.2999999999302,CD,56,5,5.1316722891386775,1,False,9,1,5.216250016992825,2,55.0,5.07016127341072,Story9_CD_w56,-0.025804291038929783,CD,5,CD_Story9_s5_k52,52,4,0,14,1,56,56,to,to,CD_Story9_s5_k52_d4_dw56_ow56,CD
P073,Story9,CD,be,181.1000000005588,CD,57,5,5.199049364892453,1,False,9,1,7.340513795287394,2,56.0,5.1316722891386775,Story9_CD_w57,0.016108386250432538,CD,5,CD_Story9_s5_k52,52,5,0,14,1,57,57,be,be,CD_Story9_s5_k52_d5_dw57_ow57,CD
P073,Story9,CD,"dead,",165.3999999994448,CD,58,5,5.108366782586234,1,False,9,1,12.655444164049937,4,57.0,5.199049364892453,Story9_CD_w58,-0.10246703255110834,CD,5,CD_Story9_s5_k52,52,6,0,14,1,58,58,"dead,","dead,",CD_Story9_s5_k52_d6_dw58_ow58,CD
P073,Story9,CD,knowing,162.6000000005552,CD,59,5,5.091293197117125,1,False,9,1,14.086078518379798,7,58.0,5.108366782586234,Story9_CD_w59,-0.08199974209255867,CD,5,CD_Story9_s5_k52,52,7,0,14,1,59,59,knowing,knowing,CD_Story9_s5_k52_d7_dw59_ow59,CD
P073,Story9,CD,that,170.6000000005588,CD,60,5,5.139321635060854,1,False,9,1,6.6152870375779536,4,59.0,5.091293197117125,Story9_CD_w60,-0.02690316231347989,CD,5,CD_Story9_s5_k52,52,8,0,14,1,60,60,that,that,CD_Story9_s5_k52_d8_dw60_ow60,CD
P073,Story9,CD,bears,171.5999999996275,CD,61,5,5.145166187051691,1,False,9,1,15.478709604610364,5,60.0,5.139321635060854,Story9_CD_w61,-0.04094147629304867,CD,5,CD_Story9_s5_k52,52,9,0,14,1,61,61,bears,bears,CD_Story9_s5_k52_d9_dw61_ow61,CD
P073,Story9,CD,are,156.5999999996293,CD,62,5,5.053694783554335,1,False,9,1,7.50635266602479,3,61.0,5.145166187051691,Story9_CD_w62,-0.13483241390115364,CD,5,CD_Story9_s5_k52,52,10,0,14,1,62,62,are,are,CD_Story9_s5_k52_d10_dw62_ow62,CD
P073,Story9,CD,especially,179.9000000006054,K+1,117,8,5.192401140959852,1,False,9,1,12.59171856643955,10,116.0,5.0072963928303516,Story9_CD_w117,0.060949433718763935,CD,8,CD_Story9_s8_k116,116,1,0,3,1,117,117,especially,especially,CD_Story9_s8_k116_d1_dw117_ow117,CD
P073,Story9,CD,without,196.7000000000698,K+2,118,8,5.281679725395368,1,False,9,1,10.994930630321603,7,117.0,5.192401140959852,Story9_CD_w118,0.07359814936994624,CD,8,CD_Story9_s8_k116,116,2,0,3,1,118,118,without,without,CD_Story9_s8_k116_d2_dw118_ow118,CD
P073,Story9,CD,hesitation.”,183.2999999999884,K+3|K_END,119,8,5.211124154845596,1,False,9,1,18.103749544706854,10,118.0,5.281679725395368,Story9_CD_w119,-0.033917068512905324,CD,8,CD_Story9_s8_k116,116,3,1,3,1,119,119,hesitation.”,hesitation.”,CD_Story9_s8_k116_d3_dw119_ow119,CD
P073,Story11,CD,left,216.4000000003721,K+1,23,2,5.3771285469740455,1,False,11,1,11.227664995879511,4,22.0,5.006627272701207,Story11_CD_w23,0.24595384282561294,CD,2,CD_Story11_s2_k22,22,1,0,2,1,23,23,left,left,CD_Story11_s2_k22_d1_dw23_ow23,CD
P073,Story11,CD,over.,183.1000000004424,K+2|K_END,24,2,5.210032451682881,1,False,11,1,9.702749878828293,4,23.0,5.3771285469740455,Story11_CD_w24,-0.07452278061976703,CD,2,CD_Story11_s2_k22,22,2,1,2,1,24,24,over.,over.,CD_Story11_s2_k22_d2_dw24_ow24,CD
P073,Story11,CD,with,154.0999999996275,K+1,65,4,5.037601742323653,1,False,11,1,7.142034924353815,4,64.0,5.317139120787719,Story11_CD_w65,-0.22211900083942204,CD,4,CD_Story11_s4_k64,64,1,0,3,1,65,65,with,with,CD_Story11_s4_k64_d1_dw65_ow65,CD
P073,Story11,CD,no,174.7000000001881,K+2,66,4,5.163070217141088,1,False,11,1,8.802285552379209,2,65.0,5.037601742323653,Story11_CD_w66,0.019072667729000514,CD,4,CD_Story11_s4_k64,64,2,0,3,1,66,66,no,no,CD_Story11_s4_k64_d2_dw66_ow66,CD
P073,Story11,CD,hesitation.,192.0000000008131,K+3|K_END,67,4,5.257495372032016,1,False,11,1,18.103749544706854,10,66.0,5.163070217141088,Story11_CD_w67,0.06155624435688001,CD,4,CD_Story11_s4_k64,64,3,1,3,1,67,67,hesitation.,hesitation.,CD_Story11_s4_k64_d3_dw67_ow67,CD
P073,Story11,CD,that,173.1000000005588,K+1,101,7,5.1538694621853915,1,False,11,1,6.6152870375779536,4,100.0,5.280662431309316,Story11_CD_w101,-0.09075062063988604,CD,7,CD_Story11_s7_k100,100,1,0,5,1,101,101,that,that,CD_Story11_s7_k100_d1_dw101_ow101,CD
P073,Story11,CD,I,208.0,K+2,102,7,5.337538079701318,1,False,11,1,6.34519787421021,1,101.0,5.1538694621853915,Story11_CD_w102,0.14540789076004135,CD,7,CD_Story11_s7_k100,100,2,0,5,1,102,102,I,I,CD_Story11_s7_k100_d2_dw102_ow102,CD
P073,Story11,CD,don’t,224.1000000001513,K+3,103,7,5.4120923808075565,1,False,11,1,9.305859726259708,5,102.0,5.337538079701318,Story11_CD_w103,0.14392685402503425,CD,7,CD_Story11_s7_k100,100,3,0,5,1,103,103,don’t,don’t,CD_Story11_s7_k100_d3_dw103_ow103,CD
P073,Story11,CD,remember,204.5,CD,104,7,5.320567975482856,1,False,11,1,12.024677973715656,8,103.0,5.4120923808075565,Story11_CD_w104,0.021538376498997813,CD,7,CD_Story11_s7_k100,100,4,0,5,1,104,104,remember,remember,CD_Story11_s7_k100_d4_dw104_ow104,CD
P073,Story11,CD,anything.,176.2000000004191,K_END,105,7,5.171619713504457,1,False,11,1,11.45989335493213,8,104.0,5.320567975482856,Story11_CD_w105,-0.08952051072554834,CD,7,CD_Story11_s7_k100,100,5,1,5,1,105,105,anything.,anything.,CD_Story11_s7_k100_d5_dw105_ow105,CD
P073,Story14,CD,with,168.4000000000106,K+1,55,2,5.126342101808289,1,False,14,1,7.142034924353815,4,54.0,5.190732155871281,Story14_CD_w55,-0.08104854592041111,CD,2,CD_Story14_s2_k54,54,1,0,3,2,55,55,with,with,CD_Story14_s2_k54_d1_dw55_ow55,CD
P073,Story14,CD,genuine,189.5,K+2,56,2,5.244389024522481,1,False,14,1,15.383131944628133,7,55.0,5.126342101808289,Story14_CD_w56,0.06365464273900212,CD,2,CD_Story14_s2_k54,54,2,0,3,2,56,56,genuine,genuine,CD_Story14_s2_k54_d2_dw56_ow56,CD
P073,Story14,CD,curiosity.,176.9000000007509,K+3|K_END,57,2,5.175584601169984,1,False,14,1,16.70969148824714,9,56.0,5.244389024522481,Story14_CD_w57,-0.05401897651145404,CD,2,CD_Story14_s2_k54,54,3,1,3,2,57,57,curiosity.,curiosity.,CD_Story14_s2_k54_d3_dw57_ow57,CD
P073,Story14,CD,and,191.3999999994412,K+1,80,4,5.254365479015934,1,False,14,1,5.282087830355572,3,79.0,5.253320000613414,Story14_CD_w80,0.02106464595407065,CD,4,CD_Story14_s4_k79,79,1,0,3,1,80,80,and,and,CD_Story14_s4_k79_d1_dw80_ow80,CD
P073,Story14,CD,caught,161.1000000003842,K+2,81,4,5.082025290185314,1,False,14,1,13.620501467068578,6,80.0,5.254365479015934,Story14_CD_w81,-0.15170835118434134,CD,4,CD_Story14_s4_k79,79,2,0,3,1,81,81,caught,caught,CD_Story14_s4_k79_d2_dw81_ow81,CD
P073,Story14,CD,me.,196.3999999994448,K+3|K_END,82,4,5.280153395917538,1,False,14,1,8.371235735111732,2,81.0,5.082025290185314,Story14_CD_w82,0.11776533692656166,CD,4,CD_Story14_s4_k79,79,3,1,3,1,82,82,me.,me.,CD_Story14_s4_k79_d3_dw82_ow82,CD
P073,Story17,CD,with,170.8999999994412,K+1,37,2,5.141078590118275,1,False,17,1,7.142034924353815,4,36.0,5.27094616974999,Story17_CD_w37,-0.0995191439780303,CD,2,CD_Story17_s2_k36,36,1,0,3,1,37,37,with,with,CD_Story17_s2_k36_d1_dw37_ow37,CD
P073,Story17,CD,feigned,286.2999999998137,K+2,38,2,5.657040212103419,1,False,17,1,21.093221832802943,7,37.0,5.141078590118275,Story17_CD_w38,0.47020520255675535,CD,2,CD_Story17_s2_k36,36,2,0,3,1,38,38,feigned,feigned,CD_Story17_s2_k36_d2_dw38_ow38,CD
P073,Story17,CD,indignation.,194.8999999994412,K+3|K_END,39,2,5.272486606510648,1,False,17,1,19.66853416349038,11,38.0,5.657040212103419,Story17_CD_w39,-0.12794676715151887,CD,2,CD_Story17_s2_k36,36,3,1,3,1,39,39,indignation.,indignation.,CD_Story17_s2_k36_d3_dw39_ow39,CD
P073,Story17,CD,with,200.2999999998719,K+1,59,3,5.299816242671133,1,False,17,1,7.142034924353815,4,58.0,5.110782242702529,Story17_CD_w59,0.1255233486054239,CD,3,CD_Story17_s3_k58,58,1,0,6,1,59,59,with,with,CD_Story17_s3_k58_d1_dw59_ow59,CD
P073,Story17,CD,a,169.4000000002579,K+2,60,3,5.132262782219477,1,False,17,1,5.448508591452505,1,59.0,5.299816242671133,Story17_CD_w60,-0.120286616661752,CD,3,CD_Story17_s3_k58,58,2,0,6,1,60,60,a,a,CD_Story17_s3_k58_d2_dw60_ow60,CD
P073,Story17,CD,tone,175.8999999992084,K+3,61,3,5.169915651739012,1,False,17,1,14.982033636307161,4,60.0,5.132262782219477,Story17_CD_w61,-0.013269779883048116,CD,3,CD_Story17_s3_k58,58,3,0,6,1,61,61,tone,tone,CD_Story17_s3_k58_d3_dw61_ow61,CD
P073,Story17,CD,of,174.7000000004191,CD,62,3,5.163070217142409,1,False,17,1,5.316168825598678,2,61.0,5.169915651739012,Story17_CD_w62,-0.03570279113444741,CD,3,CD_Story17_s3_k58,58,4,0,6,1,62,62,of,of,CD_Story17_s3_k58_d4_dw62_ow62,CD
P073,Story17,CD,quiet,394.3000000007451,CD,63,3,5.977112040885471,1,False,17,1,14.44936564302822,5,62.0,5.163070217142409,Story17_CD_w63,0.7811729132097875,CD,3,CD_Story17_s3_k58,58,5,0,6,1,63,63,quiet,quiet,CD_Story17_s3_k58_d5_dw63_ow63,CD
P073,Story17,CD,pride.,175.5999999996275,K_END,64,3,5.1682086811988945,1,False,17,1,14.982033636307161,5,63.0,5.977112040885471,Story17_CD_w64,-0.3647283828816894,CD,3,CD_Story17_s3_k58,58,6,1,6,1,64,64,pride.,pride.,CD_Story17_s3_k58_d6_dw64_ow64,CD
P073,Story19,CD,with,204.2000000001863,K+1,24,1,5.319099905731477,1,False,19,1,7.142034924353815,4,23.0,5.270946169752981,Story19_CD_w24,0.07850217163393314,CD,1,CD_Story19_s1_k23,23,1,0,4,1,24,24,with,with,CD_Story19_s1_k23_d1_dw24_ow24,CD
P073,Story19,CD,a,234.2999999998137,K+2,25,1,5.456602345512954,1,False,19,1,5.448508591452505,1,24.0,5.319099905731477,Story19_CD_w25,0.196069874425703,CD,1,CD_Story19_s1_k23,23,2,0,4,1,25,25,a,a,CD_Story19_s1_k23_d2_dw25_ow25,CD
P073,Story19,CD,heavy,337.8000000002212,K+3,26,1,5.822454004374355,1,False,19,1,13.420606650046794,5,25.0,5.456602345512954,Story19_CD_w26,0.5049981208708605,CD,1,CD_Story19_s1_k23,23,3,0,4,1,26,26,heavy,heavy,CD_Story19_s1_k23_d3_dw26_ow26,CD
P073,Story19,CD,heart.,121.0,K_END,27,1,4.795790545596741,1,False,19,1,12.259143227352679,5,26.0,5.822454004374355,Story19_CD_w27,-0.6731210131197214,CD,1,CD_Story19_s1_k23,23,4,1,4,1,27,27,heart.,heart.,CD_Story19_s1_k23_d4_dw27_ow27,CD
P073,Story19,CD,to,183.5,K+1,69,2,5.212214667494624,1,False,19,1,5.216250016992825,2,68.0,5.122176668828201,Story19_CD_w69,0.03320469627283895,CD,2,CD_Story19_s2_k68,68,1,0,4,2,69,69,to,to,CD_Story19_s2_k68_d1_dw69_ow69,CD
P073,Story19,CD,care,218.3000000001612,K+2,70,2,5.385870263556637,1,False,19,1,11.427742831328423,4,69.0,5.212214667494624,Story19_CD_w70,0.16958626185679382,CD,2,CD_Story19_s2_k68,68,2,0,4,2,70,70,care,care,CD_Story19_s2_k68_d2_dw70_ow70,CD
P073,Story19,CD,for,201.7000000005337,K+3,71,2,5.3067814449628115,1,False,19,1,6.6152870375779536,3,70.0,5.385870263556637,Story19_CD_w71,0.018607307140758422,CD,2,CD_Story19_s2_k68,68,3,0,4,2,71,71,for,for,CD_Story19_s2_k68_d3_dw71_ow71,CD
P073,Story19,CD,me.,172.5,K_END,72,2,5.150397236471414,1,False,19,1,8.371235735111732,2,71.0,5.3067814449628115,Story19_CD_w72,-0.1050356245741364,CD,2,CD_Story19_s2_k68,68,4,1,4,2,72,72,me.,me.,CD_Story19_s2_k68_d4_dw72_ow72,CD
P073,Story20,CD,with,173.5,K+1,36,3,5.156177599386914,1,False,20,1,7.142034924353815,4,35.0,5.157329673248132,Story20_CD_w36,-0.03738505156510641,CD,3,CD_Story20_s3_k35,35,1,0,3,1,36,36,with,with,CD_Story20_s3_k35_d1_dw36_ow36,CD
P073,Story20,CD,great,374.9000000003725,K+2,37,3,5.92665932374286,1,False,20,1,10.363612493908708,5,36.0,5.156177599386914,Story20_CD_w37,0.7335736096047629,CD,3,CD_Story20_s3_k35,35,2,0,3,1,37,37,great,great,CD_Story20_s3_k35_d2_dw37_ow37,CD
P073,Story20,CD,excitement.,167.5000000002328,K+3|K_END,38,3,5.120983351266511,1,False,20,1,15.977372258937299,10,37.0,5.92665932374286,Story20_CD_w38,-0.3910672410540581,CD,3,CD_Story20_s3_k35,35,3,1,3,1,38,38,excitement.,excitement.,CD_Story20_s3_k35_d3_dw38_ow38,CD
P073,Story20,CD,than,391.3000000006268,K+1,78,5,5.969474529217968,1,False,20,1,9.53282487738598,4,77.0,5.217649463480582,Story20_CD_w78,0.7509406246524133,CD,5,CD_Story20_s5_k77,77,1,0,6,1,78,78,than,than,CD_Story20_s5_k77_d1_dw78_ow78,CD
P073,Story20,CD,a,158.5999999996275,K+2,79,5,5.066385309198399,1,False,20,1,5.448508591452505,1,78.0,5.969474529217968,Story20_CD_w79,-0.46338996933733156,CD,5,CD_Story20_s5_k77,77,2,0,6,1,79,79,a,a,CD_Story20_s5_k77_d2_dw79_ow79,CD
P073,Story20,CD,whole,201.5999999996275,K+3,80,5,5.306285536195365,1,False,20,1,11.761643567881862,5,79.0,5.066385309198399,Story20_CD_w80,0.15037213386731985,CD,5,CD_Story20_s5_k77,77,3,0,6,1,80,80,whole,whole,CD_Story20_s5_k77_d3_dw80_ow80,CD
P073,Story20,CD,pile,356.4000000003707,CD,81,5,5.876053695597694,1,False,20,1,16.144972207433366,4,80.0,5.306285536195365,Story20_CD_w81,0.6208261314133123,CD,5,CD_Story20_s5_k77,77,4,0,6,1,81,81,pile,pile,CD_Story20_s5_k77_d4_dw81_ow81,CD
