DistType,Story,MapSentenceIndex,Position,DistWordIndex,OriginalWordIndex,DistWord,OriginalWord,Offset
RD,Story21,3,K-1,41,41,at,at,-1
RD,Story21,3,K,42,42,an,the,0
RD,Story21,3,K+1,43,43,arrow,arrow,1
RD,Story21,3,K+2,44,44,that,that,2
RD,Story21,3,K+3,45,45,struck,struck,3
RD,Story21,3,K_END,57,57,wings.,wings.,4
RD,Story21,4,K-3,59,59,hurts,hurts,-3
RD,Story21,4,K-2,60,60,even,even,-2
RD,Story21,4,K-1,61,61,"more,”","more,”",-1
RD,Story21,4,K,62,62,she,he,0
RD,Story21,4,K+1,63,63,"said,","said,",1
RD,Story21,4,K+2,64,64,“to,“to,2
RD,Story21,4,K+3,65,65,be,be,3
RD,Story21,4,K_END,74,74,feathers.”,feathers.”,4
RD,Story3,2,K-3,20,20,sun,sun,-3
RD,Story3,2,K-2,21,21,blazing,blazing,-2
RD,Story3,2,K-1,22,22,"down,","down,",-1
RD,Story3,2,K,23,23,a,the,0
RD,Story3,2,K+1,24,24,traveler,traveler,1
RD,Story3,2,K+2,25,25,decided,decided,2
RD,Story3,2,K+3,26,26,to,to,3
RD,Story3,2,K_END,39,39,shadow.,shadow.,4
RD,Story3,3,K-3,59,59,the,the,-3
RD,Story3,3,K-2,60,60,right,right,-2
RD,Story3,3,K-1,61,61,to,to,-1
RD,Story3,3,K,62,62,her.,it.,0
RD,Story3,3,K_END,62,62,her.,it.,4
RD,Story3,4,K-3,64,64,owner,owner,-3
RD,Story3,4,K-2,65,65,argued,argued,-2
RD,Story3,4,K-1,66,66,that,that,-1
RD,Story3,4,K,67,67,they,he,0
RD,Story3,4,K+1,68,68,had,had,1
RD,Story3,4,K+2,69,69,only,only,2
RD,Story3,4,K+3,70,70,lent,lent,3
RD,Story3,4,K_END,85,85,serious.,serious.,4
RD,Story3,5,K-3,98,98,had,had,-3
RD,Story3,5,K-2,99,99,also,also,-2
RD,Story3,5,K-1,100,100,hired,hired,-1
RD,Story3,5,K,101,101,another,its,0
RD,Story3,5,K+1,102,102,shadow.,shadow.,1
RD,Story3,5,K_END,102,102,shadow.,shadow.,4
RD,Story3,6,K-3,112,112,amid,amid,-3
RD,Story3,6,K-2,113,113,the,the,-2
RD,Story3,6,K-1,114,114,"chaos,","chaos,",-1
RD,Story3,6,K,115,115,a,the,0
RD,Story3,6,K+1,116,116,donkey,donkey,1
RD,Story3,6,K+2,117,117,took,took,2
RD,Story3,6,K+3,118,118,off,off,3
RD,Story3,6,K_END,121,121,away.,away.,4
RD,Story4,1,K-3,23,23,work,work,-3
RD,Story4,1,K-2,24,24,hard,hard,-2
RD,Story4,1,K-1,25,25,for,for,-1
RD,Story4,1,K,26,26,her.,it.,0
RD,Story4,1,K_END,26,26,her.,it.,4
RD,Story4,2,K-3,36,36,the,the,-3
RD,Story4,2,K-2,37,37,teeth,teeth,-2
RD,Story4,2,K-1,38,38,mounted,mounted,-1
RD,Story4,2,K,39,39,a,the,0
RD,Story4,2,K+1,40,40,horse,horse,1
RD,Story4,2,K+2,41,41,and,and,2
RD,Story4,2,K+3,42,42,charged,charged,3
RD,Story4,2,K_END,53,53,behind.,behind.,4
RD,Story4,3,K-3,60,60,fell,fell,-3
RD,Story4,3,K-2,61,61,dead,dead,-2
RD,Story4,3,K-1,62,62,on,on,-1
RD,Story4,3,K,63,63,a,the,0
RD,Story4,3,K+1,64,64,"battlefield,","battlefield,",1
RD,Story4,3,K+2,65,65,tragically.,tragically.,2
RD,Story4,3,K_END,65,65,tragically.,tragically.,4
RD,Story4,4,K-3,68,68,the,the,-3
RD,Story4,4,K-2,69,69,donkey,donkey,-2
RD,Story4,4,K-1,70,70,changed,changed,-1
RD,Story4,4,K,71,71,their,his,0
RD,Story4,4,K+1,72,72,mind,mind,1
RD,Story4,4,K+2,73,73,and,and,2
RD,Story4,4,K+3,74,74,felt,felt,3
RD,Story4,4,K_END,86,86,life.,life.,4
RD,Story5,2,K-3,31,31,in,in,-3
RD,Story5,2,K-2,32,32,reverence,reverence,-2
RD,Story5,2,K-1,33,33,to,to,-1
RD,Story5,2,K,34,34,a,the,0
RD,Story5,2,K+1,35,35,statue.,statue.,1
RD,Story5,2,K_END,35,35,statue.,statue.,4
RD,Story5,3,K-3,41,41,showing,showing,-3
RD,Story5,3,K-2,42,42,respect,respect,-2
RD,Story5,3,K-1,43,43,to,to,-1
RD,Story5,3,K,44,44,"them,","him,",0
RD,Story5,3,K+1,45,45,became,became,1
RD,Story5,3,K+2,46,46,"proud,","proud,",2
RD,Story5,3,K+3,47,47,puffed,puffed,3
RD,Story5,3,K_END,55,55,further.,further.,4
RD,Story5,4,K-1,56,56,Seeing,Seeing,-1
RD,Story5,4,K,57,57,some,the,0
RD,Story5,4,K+1,58,58,donkey,donkey,1
RD,Story5,4,K+2,59,59,"stop,","stop,",2
RD,Story5,4,K+3,60,60,the,the,3
RD,Story5,4,K_END,71,71,animal!,animal!,4
RD,Story5,5,K-2,72,72,It’s,It’s,-2
RD,Story5,5,K-1,73,73,not,not,-1
RD,Story5,5,K,74,74,her,you,0
RD,Story5,5,K+1,75,75,they,they,1
RD,Story5,5,K+2,76,76,are,are,2
RD,Story5,5,K+3,77,77,bowing,bowing,3
RD,Story5,5,K_END,83,83,donkey.,donkey.,4
RD,Story6,2,K-3,22,22,and,and,-3
RD,Story6,2,K-2,23,23,"wig,","wig,",-2
RD,Story6,2,K-1,24,24,causing,causing,-1
RD,Story6,2,K,25,25,her,his,0
RD,Story6,2,K+1,26,26,companions,companions,1
RD,Story6,2,K+2,27,27,to,to,2
RD,Story6,2,K+3,28,28,burst,burst,3
RD,Story6,2,K_END,30,30,laughter.,laughter.,4
RD,Story6,3,K-3,52,52,leave,leave,-3
RD,Story6,3,K-2,53,53,me,me,-2
RD,Story6,3,K-1,31,31,Stopping,Stopping,-1
RD,Story6,3,K-1,54,54,when,when,-1
RD,Story6,3,K,32,32,a,his,0
RD,Story6,3,K,55,55,she,they,0
RD,Story6,3,K+1,33,33,"horse,","horse,",1
RD,Story6,3,K+1,56,56,already,already,1
RD,Story6,3,K+2,34,34,he,he,2
RD,Story6,3,K+2,57,57,abandoned,abandoned,2
RD,Story6,3,K+3,35,35,laughed,laughed,3
RD,Story6,3,K+3,58,58,the,the,3
RD,Story6,3,K_END,65,65,"to?""","to?""",4
RD,Story7,3,K-3,45,45,tiny,tiny,-3
RD,Story7,3,K-3,52,52,hurt,hurt,-3
RD,Story7,3,K-2,46,46,insect,insect,-2
RD,Story7,3,K-2,53,53,yourself,yourself,-2
RD,Story7,3,K-1,47,47,like,like,-1
RD,Story7,3,K-1,54,54,"instead!""","instead!""",-1
RD,Story7,3,K,31,31,A,The,0
RD,Story7,3,K,48,48,"them,","me,",0
RD,Story7,3,K,55,55,A,The,0
RD,Story7,3,K+1,32,32,"fly,","fly,",1
RD,Story7,3,K+1,49,49,and,and,1
RD,Story7,3,K+1,56,56,bald,bald,1
RD,Story7,3,K+2,33,33,having,having,2
RD,Story7,3,K+2,50,50,look—you’ve,look—you’ve,2
RD,Story7,3,K+2,57,57,man,man,2
RD,Story7,3,K+3,34,34,"escaped,","escaped,",3
RD,Story7,3,K+3,51,51,only,only,3
RD,Story7,3,K+3,58,58,"replied,","replied,",3
RD,Story7,3,K_END,71,71,harm.,harm.,4
RD,Story7,4,K-3,85,85,could,could,-3
RD,Story7,4,K-2,86,86,have,have,-2
RD,Story7,4,K-1,87,87,killed,killed,-1
RD,Story7,4,K,88,88,"her,","you,",0
RD,Story7,4,K+1,89,89,even,even,1
RD,Story7,4,K+2,90,90,if,if,2
RD,Story7,4,K+3,91,91,it,it,3
RD,Story7,4,K_END,95,95,"pain.""","pain.""",4
RD,Story8,2,K-1,14,14,When,When,-1
RD,Story8,2,K,15,15,some,the,0
RD,Story8,2,K+1,16,16,armies,armies,1
RD,Story8,2,K+2,17,17,"gathered,","gathered,",2
RD,Story8,2,K+3,18,18,the,the,3
RD,Story8,2,K_END,25,25,join.,join.,4
RD,Story8,3,K-3,47,47,join,join,-3
RD,Story8,3,K-2,48,48,"them,","them,",-2
RD,Story8,3,K-1,49,49,but,but,-1
RD,Story8,3,K,50,50,she,he,0
RD,Story8,3,K+1,51,51,"claimed,","claimed,",1
RD,Story8,3,K+2,52,52,“I,“I,2
RD,Story8,3,K+3,53,53,am,am,3
RD,Story8,3,K_END,63,63,occurred.,occurred.,4
RD,Story8,4,K-3,70,70,the,the,-3
RD,Story8,4,K-2,71,71,"Birds,","Birds,",-2
RD,Story8,4,K-1,72,72,but,but,-1
RD,Story8,4,K,73,73,he,they,0
RD,Story8,4,K+1,74,74,rejected,rejected,1
RD,Story8,4,K+2,75,75,"him,","him,",2
RD,Story8,4,K+3,76,76,forcing,forcing,3
RD,Story8,4,K_END,79,79,leave.,leave.,4
RD,Story8,5,K-3,86,86,turned,turned,-3
RD,Story8,5,K-2,87,87,"hostile,","hostile,",-2
RD,Story8,5,K-1,88,88,and,and,-1
RD,Story8,5,K,89,89,she,he,0
RD,Story8,5,K+1,90,90,barely,barely,1
RD,Story8,5,K+2,91,91,escaped.,escaped.,2
RD,Story8,5,K_END,91,91,escaped.,escaped.,4
RD,Story8,6,K-2,92,92,Reflecting,Reflecting,-2
RD,Story8,6,K-1,93,93,on,on,-1
RD,Story8,6,K,94,94,some,his,0
RD,Story8,6,K+1,95,95,"situation,","situation,",1
RD,Story8,6,K+2,96,96,the,the,2
RD,Story8,6,K+3,97,97,Bat,Bat,3
RD,Story8,6,K_END,114,114,friends.’”,friends.’”,4
RD,Story9,3,K-3,31,31,The,The,-3
RD,Story9,3,K-2,32,32,"other,","other,",-2
RD,Story9,3,K-1,33,33,realizing,realizing,-1
RD,Story9,3,K,34,34,it,he,0
RD,Story9,3,K+1,35,35,couldn’t,couldn’t,1
RD,Story9,3,K+2,36,36,"escape,","escape,",2
RD,Story9,3,K+3,37,37,lay,lay,3
RD,Story9,3,K_END,41,41,ground.,ground.,4
RD,Story9,5,K-3,50,50,Holding,Holding,-3
RD,Story9,5,K-2,51,51,his,his,-2
RD,Story9,5,K-1,52,52,"breath,","breath,",-1
RD,Story9,5,K,53,53,a,the,0
RD,Story9,5,K+1,54,54,man,man,1
RD,Story9,5,K+2,55,55,pretended,pretended,2
RD,Story9,5,K+3,56,56,to,to,3
RD,Story9,5,K_END,66,66,corpses.,corpses.,4
RD,Story9,6,K-3,67,67,After,After,-3
RD,Story9,6,K-2,68,68,inspecting,inspecting,-2
RD,Story9,6,K-1,69,69,"him,","him,",-1
RD,Story9,6,K,70,70,another,the,0
RD,Story9,6,K+1,71,71,Bear,Bear,1
RD,Story9,6,K+2,72,72,wandered,wandered,2
RD,Story9,6,K+3,73,73,off.,off.,3
RD,Story9,6,K_END,73,73,off.,off.,4
RD,Story9,7,K-3,76,76,danger,danger,-3
RD,Story9,7,K-3,92,92,Bear,Bear,-3
RD,Story9,7,K-2,77,77,had,had,-2
RD,Story9,7,K-2,93,93,whisper,whisper,-2
RD,Story9,7,K-1,78,78,"passed,","passed,",-1
RD,Story9,7,K-1,94,94,in,in,-1
RD,Story9,7,K,79,79,some,the,0
RD,Story9,7,K,95,95,her,your,0
RD,Story9,7,K+1,80,80,man,man,1
RD,Story9,7,K+1,96,96,ear?”.,ear?”.,1
RD,Story9,7,K+2,81,81,in,in,2
RD,Story9,7,K+3,82,82,the,the,3
RD,Story9,7,K_END,96,96,ear?”.,ear?”.,4
