Participant,Story,Story_Version,Word,RT,Word_Condition,WordIndex,SentenceIndex,log_RT,N_Observations,RT_Replaced,StoryNumber,VersionOrder,FreqH,Length,prev_index,lag1_logRT,item_uid,resid_logRT,PositionInSentence,SentenceLength,RelativePosition,RelativeBin,DistType,MapSentenceIndex,Position,DistWordIndex,OriginalWordIndex,DistWord,OriginalWord,Offset,ItemID,Condition
P095,Story12,CD,free,385.5,K-2,46,3,5.954541193003384,1,False,12,1,11.193476309703684,4,45.0,5.974318388280581,Story12_CD_w46,0.028139700269030676,10,19,0.5555555555555556,0.55,CD,3,K-2,46,46,free,free,-2,CD_Story12_s3_d46_o46_K-2,CD
P095,Story12,CD,his,379.0,K-1,47,3,5.937536205082426,1,False,12,1,8.269790471552188,3,46.0,5.954541193003384,Story12_CD_w47,0.019322326879714247,11,19,0.6111111111111112,0.65,CD,3,K-1,47,47,his,his,-1,CD_Story12_s3_d47_o47_K-1,CD
P095,Story12,CD,"paw,",399.1999999955297,K,48,3,5.989462544426111,1,False,12,1,18.33702001977382,3,47.0,5.937536205082426,Story12_CD_w48,0.0782886071382034,12,19,0.6666666666666666,0.65,CD,3,K,48,48,"paw,","hand,",0,CD_Story12_s3_d48_o48_K,CD
P095,Story12,CD,he,729.5,K+1,49,3,6.59235936796284,1,False,12,1,7.673002535434241,2,48.0,5.989462544426111,Story12_CD_w49,0.6596883050903211,13,19,0.7222222222222222,0.75,CD,3,K+1,49,49,he,he,1,CD_Story12_s3_d49_o49_K+1,CD
P095,Story12,CD,started,554.8999999985099,K+2,50,3,6.31878791732917,1,False,12,1,11.994930630321603,7,49.0,6.59235936796284,Story12_CD_w50,0.13652196881776835,14,19,0.7777777777777778,0.75,CD,3,K+2,50,50,started,started,2,CD_Story12_s3_d50_o50_K+2,CD
P095,Story12,CD,to,519.5,K+3,51,3,6.252866810539282,1,False,12,1,5.216250016992825,2,50.0,6.31878791732917,Story12_CD_w51,0.18385744635422707,15,19,0.8333333333333334,0.85,CD,3,K+3,51,51,to,to,3,CD_Story12_s3_d51_o51_K+3,CD
P095,Story12,CD,frustration.,381.8000000030152,K_END,54,3,5.944896911299544,1,False,12,1,16.70969148824714,11,53.0,5.925057614922316,Story12_CD_w54,0.038889019282329684,18,19,1.0,0.95,CD,3,K_END,54,54,frustration.,frustration.,4,CD_Story12_s3_d54_o54_K_END,CD
P095,Story15,CD,by,515.6000000014901,K-3,11,1,6.245331271067922,1,False,15,1,7.773590119378742,2,10.0,6.190110466818737,Story15_CD_w11,0.22959343244183028,10,18,0.5882352941176471,0.55,CD,1,K-3,11,11,by,by,-3,CD_Story15_s1_d11_o11_K-3,CD
P095,Story15,CD,its,451.6000000014892,K-2,12,1,6.112796832278804,1,False,15,1,9.501116017658642,3,11.0,6.245331271067922,Story15_CD_w12,0.074197983636755,11,18,0.6470588235294118,0.65,CD,1,K-2,12,12,its,its,-2,CD_Story15_s1_d12_o12_K-2,CD
P095,Story15,CD,massive,498.0,K-1,13,1,6.210600077024653,1,False,15,1,14.21732305165805,7,12.0,6.112796832278804,Story15_CD_w13,0.2268695189447083,12,18,0.7058823529411765,0.75,CD,1,K-1,13,13,massive,massive,-1,CD_Story15_s1_d13_o13_K-1,CD
P095,Story15,CD,success,467.8000000044685,K,14,1,6.148040854159631,1,False,15,1,13.086078518379798,7,13.0,6.210600077024653,Story15_CD_w14,0.12382046641986033,13,18,0.7647058823529411,0.75,CD,1,K,14,14,success,size,0,CD_Story15_s1_d14_o14_K,CD
P095,Story15,CD,that,448.5000000000018,K+1,15,1,6.105908681498855,1,False,15,1,6.6152870375779536,4,14.0,6.148040854159631,Story15_CD_w15,0.10758735553395837,14,18,0.8235294117647058,0.85,CD,1,K+1,15,15,that,that,1,CD_Story15_s1_d15_o15_K+1,CD
P095,Story15,CD,they,472.6000000014901,K+2,16,1,6.15824936475596,1,False,15,1,8.305859726259708,4,15.0,6.105908681498855,Story15_CD_w16,0.17737045083645242,15,18,0.8823529411764706,0.85,CD,1,K+2,16,16,they,they,2,CD_Story15_s1_d16_o16_K+2,CD
P095,Story15,CD,ran,453.5999999940395,K+3,17,1,6.117215752400401,1,False,15,1,13.720166931905702,3,16.0,6.15824936475596,Story15_CD_w17,0.11466817753957059,16,18,0.9411764705882353,0.95,CD,1,K+3,17,17,ran,ran,3,CD_Story15_s1_d17_o17_K+3,CD
P095,Story15,CD,away.,511.1999999955297,K_END,18,1,6.23676090305458,1,False,15,1,11.227664995879511,4,17.0,6.117215752400401,Story15_CD_w18,0.2512009442889136,17,18,1.0,0.95,CD,1,K_END,18,18,away.,away.,4,CD_Story15_s1_d18_o18_K_END,CD
P095,Story15,CD,calm,471.1999999955297,K-3,26,2,6.155282632327889,1,False,15,1,14.814704811633275,4,25.0,6.1476132296011,Story15_CD_w26,0.1571383398098707,7,18,0.4117647058823529,0.45,CD,2,K-3,26,26,calm,calm,-3,CD_Story15_s2_d26_o26_K-3,CD
P095,Story15,CD,and,450.1000000000022,K-2,27,2,6.109469780298892,1,False,15,1,5.282087830355572,3,26.0,6.155282632327889,Story15_CD_w27,0.10815041101519807,8,18,0.47058823529411764,0.45,CD,2,K-2,27,27,and,and,-2,CD_Story15_s2_d27_o27_K-2,CD
P095,Story15,CD,gentle,475.6000000000022,K-1,28,2,6.164577164816631,1,False,15,1,16.044043298582586,6,27.0,6.109469780298892,Story15_CD_w28,0.18222398197905232,9,18,0.5294117647058824,0.55,CD,2,K-1,28,28,gentle,gentle,-1,CD_Story15_s2_d28_o28_K-1,CD
P095,Story15,CD,"shadow,",464.7999999970198,K,29,2,6.141607205531289,1,False,15,1,15.150208855799514,6,28.0,6.164577164816631,Story15_CD_w29,0.13643996761895405,10,18,0.5882352941176471,0.55,CD,2,K,29,29,"shadow,","nature,",0,CD_Story15_s2_d29_o29_K,CD
P095,Story15,CD,they,492.6000000014901,K+1,30,2,6.199697485689462,1,False,15,1,8.305859726259708,4,29.0,6.141607205531289,Story15_CD_w30,0.20403964331071478,11,18,0.6470588235294118,0.65,CD,2,K+1,30,30,they,they,1,CD_Story15_s2_d30_o30_K+1,CD
P095,Story15,CD,gained,475.3999999985081,K+2,31,2,6.164156554922955,1,False,15,1,14.982033636307161,6,30.0,6.199697485689462,Story15_CD_w31,0.1444497604403372,12,18,0.7058823529411765,0.75,CD,2,K+2,31,31,gained,gained,2,CD_Story15_s2_d31_o31_K+2,CD
P095,Story15,CD,enough,452.2000000029802,K+3,32,2,6.11412455985046,1,False,15,1,11.492776716745913,6,31.0,6.164156554922955,Story15_CD_w32,0.10913145136493796,13,18,0.7647058823529411,0.75,CD,2,K+3,32,32,enough,enough,3,CD_Story15_s2_d32_o32_K+3,CD
P095,Story15,CD,it.,473.0000000029795,K_END,36,2,6.159095388498232,1,False,15,1,6.81035885291489,2,35.0,6.181878273790036,Story15_CD_w36,0.1467656177161576,17,18,1.0,0.95,CD,2,K_END,36,36,it.,it.,4,CD_Story15_s2_d36_o36_K_END,CD
P095,Story16,CD,small,338.5,K-3,31,2,5.82452409235233,1,False,16,1,11.59171856643955,5,30.0,5.892748574181416,Story16_CD_w31,-0.06810809255546513,12,20,0.631578947368421,0.65,CD,2,K-3,31,31,small,small,-3,CD_Story16_s2_d31_o31_K-3,CD
P095,Story16,CD,amount,402.2999999970179,K-2,32,2,5.99719807894833,1,False,16,1,12.854752972273344,6,31.0,5.82452409235233,Story16_CD_w32,0.13281033168744472,13,20,0.6842105263157895,0.65,CD,2,K-2,32,32,amount,amount,-2,CD_Story16_s2_d32_o32_K-2,CD
P095,Story16,CD,of,333.7000000029802,K-1,33,2,5.810242385766259,1,False,16,1,5.316168825598678,2,32.0,5.99719807894833,Story16_CD_w33,-0.1256311319526846,14,20,0.7368421052631579,0.75,CD,2,K-1,33,33,of,of,-1,CD_Story16_s2_d33_o33_K-1,CD
P095,Story16,CD,"emotions,",353.0,K,34,2,5.8664680569332965,1,False,16,1,15.383131944628133,8,33.0,5.810242385766259,Story16_CD_w34,0.007992831986207705,15,20,0.7894736842105263,0.75,CD,2,K,34,34,"emotions,","water,",0,CD_Story16_s2_d34_o34_K,CD
P095,Story16,CD,which,321.6000000014883,K+1,35,2,5.773308537309439,1,False,16,1,8.965784284662087,5,34.0,5.8664680569332965,Story16_CD_w35,-0.10844370522513902,16,20,0.8421052631578947,0.85,CD,2,K+1,35,35,which,which,1,CD_Story16_s2_d35_o35_K+1,CD
P095,Story16,CD,he,378.8000000014435,K+2,36,2,5.937008361315733,1,False,16,1,7.673002535434241,2,35.0,5.773308537309439,Story16_CD_w36,0.09382348012548558,17,20,0.8947368421052632,0.85,CD,2,K+2,36,36,he,he,2,CD_Story16_s2_d36_o36_K+2,CD
P095,Story16,CD,couldn’t,673.4999999984866,K+3,37,2,6.512487995848171,1,False,16,1,12.989054063984934,8,36.0,5.937008361315733,Story16_CD_w37,0.6015325820280273,18,20,0.9473684210526315,0.95,CD,2,K+3,37,37,couldn’t,couldn’t,3,CD_Story16_s2_d37_o37_K+3,CD
P095,Story16,CD,reach.,361.6999999955278,K_END,38,2,5.890815138945688,1,False,16,1,13.486967755612671,5,37.0,6.512487995848171,Story16_CD_w38,-0.2583846443272977,19,20,1.0,0.95,CD,2,K_END,38,38,reach.,reach.,4,CD_Story16_s2_d38_o38_K_END,CD
P095,Story16,CD,pitcher,287.4000000059605,K-3,76,4,5.660874973665663,1,False,16,1,17.30629807994948,7,75.0,5.899623343438318,Story16_CD_w76,-0.23460331554967162,18,32,0.5806451612903226,0.55,CD,4,K-3,76,76,pitcher,pitcher,-3,CD_Story16_s4_d76_o76_K-3,CD
P095,Story16,CD,with,315.799999997027,K-2,77,4,5.755109101812128,1,False,16,1,7.142034924353815,4,76.0,5.660874973665663,Story16_CD_w77,-0.041529104451194954,19,32,0.6129032258064516,0.65,CD,4,K-2,77,77,with,with,-2,CD_Story16_s4_d77_o77_K-2,CD
P095,Story16,CD,his,295.0,K-1,78,4,5.686975356339819,1,False,16,1,8.269790471552188,3,77.0,5.755109101812128,Story16_CD_w78,-0.14867509135483292,20,32,0.6451612903225806,0.65,CD,4,K-1,78,78,his,his,-1,CD_Story16_s4_d78_o78_K-1,CD
P095,Story16,CD,"lips,",312.0,K,79,4,5.7430031878094825,1,False,16,1,15.446141742153932,4,78.0,5.686975356339819,Story16_CD_w79,-0.06444038642786776,21,32,0.6774193548387096,0.65,CD,4,K,79,79,"lips,","beak,",0,CD_Story16_s4_d79_o79_K,CD
P095,Story16,CD,raising,268.700000002973,K+1,80,4,5.59359551563251,1,False,16,1,15.182034301654912,7,79.0,5.7430031878094825,Story16_CD_w80,-0.23704317200124336,22,32,0.7096774193548387,0.75,CD,4,K+1,80,80,raising,raising,1,CD_Story16_s4_d80_o80_K+1,CD
P095,Story16,CD,the,336.8999999985026,K+2,81,4,5.819786150408063,1,False,16,1,4.218934101564037,3,80.0,5.59359551563251,Story16_CD_w81,0.05100114883592077,23,32,0.7419354838709677,0.75,CD,4,K+2,81,81,the,the,2,CD_Story16_s4_d81_o81_K+2,CD
P095,Story16,CD,water,264.9000000001361,K+3,82,4,5.579352396278538,1,False,16,1,11.560881162516957,5,81.0,5.819786150408063,Story16_CD_w82,-0.2830738775899251,24,32,0.7741935483870968,0.75,CD,4,K+3,82,82,water,water,3,CD_Story16_s4_d82_o82_K+3,CD
P095,Story16,CD,life.,297.8000000044703,K_END,89,4,5.69642212026492,1,False,16,1,10.331655727137047,4,88.0,5.552571912893257,Story16_CD_w89,-0.05537940912016914,31,32,1.0,0.95,CD,4,K_END,89,89,life.,life.,4,CD_Story16_s4_d89_o89_K_END,CD
P095,Story18,CD,hid,444.8000000044703,K-3,30,3,6.097624742946422,1,False,18,1,17.30629807994948,3,29.0,6.087001973820431,Story18_CD_w30,0.12457306804456536,6,15,0.42857142857142855,0.45,CD,3,K-3,30,30,hid,hid,-3,CD_Story18_s3_d30_o30_K-3,CD
P095,Story18,CD,in,382.2999999970179,K-2,31,3,5.946205640694567,1,False,18,1,5.748553568441418,2,30.0,6.097624742946422,Story18_CD_w31,-0.031243783111682077,7,15,0.5,0.45,CD,3,K-2,31,31,in,in,-2,CD_Story18_s3_d31_o31_K-2,CD
P095,Story18,CD,their,447.1999999955278,K-1,32,3,6.1030059218308885,1,False,18,1,8.868173488035664,5,31.0,5.946205640694567,Story18_CD_w32,0.18824290145995537,8,15,0.5714285714285714,0.55,CD,3,K-1,32,32,their,their,-1,CD_Story18_s3_d32_o32_K-1,CD
P095,Story18,CD,mirrors,496.6999999955297,K,33,3,6.207986222104305,1,False,18,1,17.240034404404973,7,32.0,6.1030059218308885,Story18_CD_w33,0.2283090295060557,9,15,0.6428571428571429,0.65,CD,3,K,33,33,mirrors,holes,0,CD_Story18_s3_d33_o33_K,CD
P095,Story18,CD,and,615.2999999970198,K+1,34,3,6.422109953741601,1,False,18,1,5.282087830355572,3,33.0,6.207986222104305,Story18_CD_w34,0.3989716828656986,10,15,0.7142857142857143,0.75,CD,3,K+1,34,34,and,and,1,CD_Story18_s3_d34_o34_K+1,CD
P095,Story18,CD,refused,411.3999999985099,K+2,35,3,6.019565977215234,1,False,18,1,14.814704811633275,7,34.0,6.422109953741601,Story18_CD_w35,-0.0922179561092884,11,15,0.7857142857142857,0.75,CD,3,K+2,35,35,refused,refused,2,CD_Story18_s3_d35_o35_K+2,CD
P095,Story18,CD,to,500.8999999985081,K+3,36,3,6.216406480360592,1,False,18,1,5.216250016992825,2,35.0,6.019565977215234,Story18_CD_w36,0.2712728159764879,12,15,0.8571428571428571,0.85,CD,3,K+3,36,36,to,to,3,CD_Story18_s3_d36_o36_K+3,CD
P095,Story18,CD,out.,407.8000000044703,K_END,38,3,6.010776858151316,1,False,18,1,8.702749878828293,3,37.0,6.192566967548358,Story18_CD_w38,-0.00597795385188693,14,15,1.0,0.95,CD,3,K_END,38,38,out.,out.,4,CD_Story18_s3_d38_o38_K_END,CD
P095,Story18,CD,climbed,395.7000000029802,K-3,55,5,5.9806563483989095,1,False,18,1,17.1078192090159,7,54.0,6.055612366931734,Story18_CD_w55,0.02059974170071932,1,14,0.07692307692307693,0.05,CD,5,K-3,55,55,climbed,climbed,-3,CD_Story18_s5_d55_o55_K-3,CD
P095,Story18,CD,onto,368.1000000014901,K-2,56,5,5.908354640389024,1,False,18,1,14.051372840381076,4,55.0,5.9806563483989095,Story18_CD_w56,-0.020670721586567353,2,14,0.15384615384615385,0.15,CD,5,K-2,56,56,onto,onto,-2,CD_Story18_s5_d56_o56_K-2,CD
P095,Story18,CD,a,428.1999999955297,K-1,57,5,6.059590376145143,1,False,18,1,5.448508591452505,1,56.0,5.908354640389024,Story18_CD_w57,0.16049739370401372,3,14,0.23076923076923078,0.25,CD,5,K-1,57,57,a,a,-1,CD_Story18_s5_d57_o57_K-1,CD
P095,Story18,CD,"thought,",424.8999999985099,K,58,5,6.0518538471172585,1,False,18,1,11.327942224337981,7,57.0,6.059590376145143,Story18_CD_w58,0.09015037363203326,4,14,0.3076923076923077,0.35,CD,5,K,58,58,"thought,","peg,",0,CD_Story18_s5_d58_o58_K,CD
P095,Story18,CD,hung,930.1999999955297,K+1,59,5,6.835399616785191,1,False,18,1,15.913646661326911,4,58.0,6.0518538471172585,Story18_CD_w59,0.876899009864478,5,14,0.38461538461538464,0.35,CD,5,K+1,59,59,hung,hung,1,CD_Story18_s5_d59_o59_K+1,CD
P095,Story18,CD,herself,715.1000000014901,K+2,60,5,6.572422393056434,1,False,18,1,14.017482472311452,7,59.0,6.835399616785191,Story18_CD_w60,0.2895395549840538,6,14,0.46153846153846156,0.45,CD,5,K+2,60,60,herself,herself,2,CD_Story18_s5_d60_o60_K+2,CD
P095,Story18,CD,from,631.3000000044703,K+3,61,5,6.447781185380661,1,False,18,1,7.871548214816321,4,60.0,6.572422393056434,Story18_CD_w61,0.27376899900149,7,14,0.5384615384615384,0.55,CD,5,K+3,61,61,from,from,3,CD_Story18_s5_d61_o61_K+3,CD
P095,Story18,CD,dead.,404.6999999955297,K_END,67,5,6.0031460518707735,1,False,18,1,12.655444164049937,4,66.0,5.831882477283517,Story18_CD_w67,0.13571198694211084,13,14,1.0,0.95,CD,5,K_END,67,67,dead.,dead.,4,CD_Story18_s5_d67_o67_K_END,CD
P095,Story18,CD,a,365.1999999955297,K-3,86,6,5.900445148708573,1,False,18,1,5.448508591452505,1,85.0,5.931714542714071,Story18_CD_w86,-0.008318662839188029,18,28,0.6666666666666666,0.65,CD,6,K-3,86,86,a,a,-3,CD_Story18_s6_d86_o86_K-3,CD
P095,Story18,CD,sack,420.7000000029802,K-2,87,6,6.041919990603559,1,False,18,1,16.90831321702387,4,86.0,5.900445148708573,Story18_CD_w87,0.14610148000300693,19,28,0.7037037037037037,0.75,CD,6,K-2,87,87,sack,sack,-2,CD_Story18_s6_d87_o87_K-2,CD
P095,Story18,CD,of,408.7999999970198,K-1,88,6,6.0132260388822045,1,False,18,1,5.316168825598678,2,87.0,6.041919990603559,Story18_CD_w88,0.058837976071353104,20,28,0.7407407407407407,0.75,CD,6,K-1,88,88,of,of,-1,CD_Story18_s6_d88_o88_K-1,CD
P095,Story18,CD,"air,",378.0000000044529,K,89,6,5.934894195631368,1,False,18,1,12.06120384974077,3,88.0,6.0132260388822045,Story18_CD_w89,-0.007614780545047495,21,28,0.7777777777777778,0.75,CD,6,K,89,89,"air,","grain,",0,CD_Story18_s6_d89_o89_K,CD
