DistType,BoundaryModulation,SE,T,P,CILow,CIHigh
CD,-0.18001692292223623,0.18593095865370923,-0.9681923022701792,0.3377031184711402,-0.5536591732484308,0.19362532740395835
RD,0.9294613512431307,0.4288142516982496,2.16751506640031,0.03350336751578506,0.07463576361729651,1.7842869388689648
