DistType,Estimate,SE,T,P,CILow,CIHigh
CD,-0.18001692292223997,0.18415709523845145,-0.9775182579261978,0.3302470178275799,-0.544574286273702,0.18454044042922196
RD,0.9294613512431229,0.42890018560211945,2.1670807857970065,0.03217180552270285,0.0804105959539827,1.778512106532263
