Test,EarlyDistances,LateDistances,Estimate,SE,T,P,CILow,CIHigh
RD_vs_CD_difference_in_early_to_late_change,K+1 to K+3,K+8 to K+10,-0.7658125511966336,0.3170079367512025,-2.4157519809911467,0.0171852837873793,-1.3933614242599575,-0.13826367813330986
