DistType,Story,SentenceIndex,PositionUnitID,Position,DistWordIndex,OriginalWordIndex,DistWord,OriginalWord,DistSurprisal,OriginalSurprisal,DeltaSurprisal,RepresentationDistance
RD,Story3,5,RD_Story3_s5,K-3,98,98,had,had,1.3670235872268677,1.0247353315353394,0.3422882556915283,0.0007938742637634277
RD,Story3,5,RD_Story3_s5,K-2,99,99,also,also,1.3966021537780762,1.311833381652832,0.08476877212524414,0.0006131529808044434
RD,Story3,5,RD_Story3_s5,K-1,100,100,hired,hired,0.35647615790367126,0.2917677164077759,0.06470844149589539,0.0005412101745605469
RD,Story3,5,RD_Story3_s5,K,101,101,another,its,9.99246597290039,0.33279603719711304,9.659669935703278,0.07169520854949951
RD,Story3,5,RD_Story3_s5,K+1,102,102,shadow.,shadow.,8.510472297668457,2.4977529048919678,6.012719392776489,0.004449307918548584
RD,Story3,5,RD_Story3_s5,K_END,102,102,shadow.,shadow.,8.510472297668457,2.4977529048919678,6.012719392776489,0.004449307918548584
RD,Story3,6,RD_Story3_s6,K-3,112,112,amid,amid,9.540364265441895,9.353137969970703,0.1872262954711914,0.0003203153610229492
RD,Story3,6,RD_Story3_s6,K-2,113,113,the,the,2.7711446285247803,2.660365581512451,0.1107790470123291,0.0005080699920654297
RD,Story3,6,RD_Story3_s6,K-1,114,114,"chaos,","chaos,",4.718114376068115,4.966544151306152,-0.2484297752380371,0.000557243824005127
RD,Story3,6,RD_Story3_s6,K,115,115,a,the,15.625375747680664,9.789212226867676,5.836163520812988,0.11948573589324951
RD,Story3,6,RD_Story3_s6,K+1,116,116,donkey,donkey,10.164864540100098,4.276605129241943,5.888259410858154,0.05000948905944824
RD,Story3,6,RD_Story3_s6,K+2,117,117,took,took,5.8968658447265625,4.676776885986328,1.2200889587402344,0.009019732475280762
RD,Story3,6,RD_Story3_s6,K+3,118,118,off,off,1.7531499862670898,1.0948125123977661,0.6583374738693237,0.007623016834259033
RD,Story3,6,RD_Story3_s6,K_END,121,121,away.,away.,1.7886319160461426,1.783642053604126,0.0049898624420166016,0.0029549002647399902
CD,Story4,2,CD_Story4_s2,K-3,45,45,the,the,0.6246718168258667,0.6246718168258667,0.0,0.0
CD,Story4,2,CD_Story4_s2,K-2,46,46,heart,heart,4.181331157684326,4.181331157684326,0.0,-1.1920928955078125e-07
CD,Story4,2,CD_Story4_s2,K-1,47,47,of,of,0.03438480943441391,0.03438480943441391,0.0,0.0
CD,Story4,2,CD_Story4_s2,K,48,48,a,"battle,",6.1709136962890625,7.915525913238525,-1.744612216949463,0.4350675940513611
CD,Story4,2,CD_Story4_s2,K,49,48,"jar,","battle,",20.043731689453125,7.915525913238525,12.1282057762146,0.03231161832809448
CD,Story4,2,CD_Story4_s2,K+1,50,49,while,while,1.8562134504318237,1.2770987749099731,0.5791146755218506,0.00511699914932251
CD,Story4,2,CD_Story4_s2,K+2,51,50,the,the,0.8630928993225098,0.5510715246200562,0.3120213747024536,0.004491865634918213
CD,Story4,2,CD_Story4_s2,K+3,52,51,donkey,donkey,8.452486038208008,8.35300064086914,0.09948539733886719,0.0057070255279541016
CD,Story4,2,CD_Story4_s2,K_END,54,53,behind.,behind.,5.534891605377197,5.874063968658447,-0.33917236328125,0.002542257308959961
CD,Story4,3,CD_Story4_s3,K-3,62,61,dead,dead,3.5548839569091797,3.7323594093322754,-0.1774754524230957,0.0013387203216552734
CD,Story4,3,CD_Story4_s3,K-2,63,62,on,on,2.400622606277466,2.480661153793335,-0.08003854751586914,0.0016402006149291992
CD,Story4,3,CD_Story4_s3,K-1,64,63,the,the,0.24140843749046326,0.22022123634815216,0.021187201142311096,0.005754292011260986
CD,Story4,3,CD_Story4_s3,K,65,64,"plate,","battlefield,",13.994301795959473,2.1200077533721924,11.87429404258728,0.006553173065185547
CD,Story4,3,CD_Story4_s3,K+1,66,65,tragically.,tragically.,14.425313949584961,15.060752868652344,-0.6354389190673828,0.006270945072174072
CD,Story4,3,CD_Story4_s3,K_END,66,65,tragically.,tragically.,14.425313949584961,15.060752868652344,-0.6354389190673828,0.006270945072174072
RD,Story4,1,RD_Story4_s1,K-3,23,23,work,work,1.2368687391281128,1.2368687391281128,0.0,0.0
RD,Story4,1,RD_Story4_s1,K-2,24,24,hard,hard,0.8763750791549683,0.8763750791549683,0.0,5.960464477539063e-08
RD,Story4,1,RD_Story4_s1,K-1,25,25,for,for,2.5840907096862793,2.5840907096862793,0.0,0.0
RD,Story4,1,RD_Story4_s1,K,26,26,her.,it.,14.376256942749023,4.39491605758667,9.981340885162354,0.0020847320556640625
RD,Story4,1,RD_Story4_s1,K_END,26,26,her.,it.,14.376256942749023,4.39491605758667,9.981340885162354,0.0020847320556640625
RD,Story4,2,RD_Story4_s2,K-3,36,36,the,the,1.8779065608978271,1.7772091627120972,0.10069739818572998,0.0003470182418823242
RD,Story4,2,RD_Story4_s2,K-2,37,37,teeth,teeth,8.71623420715332,8.562771797180176,0.15346240997314453,0.0008398890495300293
RD,Story4,2,RD_Story4_s2,K-1,38,38,mounted,mounted,4.6565446853637695,4.022952079772949,0.6335926055908203,0.0004813075065612793
RD,Story4,2,RD_Story4_s2,K,39,39,a,the,4.910800933837891,0.49054282903671265,4.420258104801178,0.14707112312316895
RD,Story4,2,RD_Story4_s2,K+1,40,40,horse,horse,4.529440879821777,0.40694165229797363,4.122499227523804,0.008260250091552734
RD,Story4,2,RD_Story4_s2,K+2,41,41,and,and,0.32489168643951416,0.41852977871894836,-0.0936380922794342,0.008565068244934082
RD,Story4,2,RD_Story4_s2,K+3,42,42,charged,charged,3.795811176300049,5.160577297210693,-1.3647661209106445,0.006260097026824951
RD,Story4,2,RD_Story4_s2,K_END,53,53,behind.,behind.,5.851121425628662,5.874063968658447,-0.022942543029785156,0.0030603408813476562
RD,Story4,3,RD_Story4_s3,K-3,60,60,fell,fell,3.4638102054595947,3.8451015949249268,-0.38129138946533203,0.0004354715347290039
RD,Story4,3,RD_Story4_s3,K-2,61,61,dead,dead,3.240429401397705,3.7323594093322754,-0.4919300079345703,0.000489354133605957
RD,Story4,3,RD_Story4_s3,K-1,62,62,on,on,2.683110475540161,2.480661153793335,0.20244932174682617,0.0012261271476745605
RD,Story4,3,RD_Story4_s3,K,63,63,a,the,9.753861427307129,0.22022123634815216,9.533640190958977,0.16547101736068726
RD,Story4,3,RD_Story4_s3,K+1,64,64,"battlefield,","battlefield,",12.214428901672363,2.1200077533721924,10.094421148300171,0.002984762191772461
RD,Story4,3,RD_Story4_s3,K+2,65,65,tragically.,tragically.,15.211660385131836,15.060752868652344,0.1509075164794922,0.0023728609085083008
RD,Story4,3,RD_Story4_s3,K_END,65,65,tragically.,tragically.,15.211660385131836,15.060752868652344,0.1509075164794922,0.0023728609085083008
RD,Story4,4,RD_Story4_s4,K-3,68,68,the,the,8.43533706665039,8.524362564086914,-0.08902549743652344,0.0009503960609436035
RD,Story4,4,RD_Story4_s4,K-2,69,69,donkey,donkey,6.6902289390563965,6.545889377593994,0.14433956146240234,0.0005960464477539062
RD,Story4,4,RD_Story4_s4,K-1,70,70,changed,changed,7.473944664001465,7.094764709472656,0.3791799545288086,0.001208484172821045
RD,Story4,4,RD_Story4_s4,K,71,71,their,his,6.772945404052734,0.8980998992919922,5.874845504760742,0.028619825839996338
RD,Story4,4,RD_Story4_s4,K+1,72,72,mind,mind,1.4434010982513428,1.0931663513183594,0.3502347469329834,0.00681537389755249
RD,Story4,4,RD_Story4_s4,K+2,73,73,and,and,0.9598203897476196,0.8254382610321045,0.13438212871551514,0.004526972770690918
RD,Story4,4,RD_Story4_s4,K+3,74,74,felt,felt,3.8589656352996826,4.388004302978516,-0.529038667678833,0.003956615924835205
RD,Story4,4,RD_Story4_s4,K_END,86,86,life.,life.,1.954311728477478,1.9528775215148926,0.0014342069625854492,0.00574260950088501
CD,Story5,3,CD_Story5_s3,K-3,39,39,they,they,4.587070465087891,4.587070465087891,0.0,5.960464477539063e-08
CD,Story5,3,CD_Story5_s3,K-2,40,40,were,were,0.6132634878158569,0.6132634878158569,0.0,5.960464477539063e-08
CD,Story5,3,CD_Story5_s3,K-1,41,41,showing,showing,9.04417610168457,9.04417610168457,0.0,5.960464477539063e-08
CD,Story5,3,CD_Story5_s3,K,42,42,their,respect,2.1170766353607178,1.2420766353607178,0.875,0.16704529523849487
CD,Story5,3,CD_Story5_s3,K,43,42,expertise,respect,12.692278861999512,1.2420766353607178,11.450202226638794,0.06818443536758423
CD,Story5,3,CD_Story5_s3,K+1,44,43,to,to,10.021513938903809,0.6055813431739807,9.415932595729828,0.11291700601577759
CD,Story5,3,CD_Story5_s3,K+2,45,44,"him,","him,",2.27915358543396,0.8316009044647217,1.4475526809692383,0.01424342393875122
CD,Story5,3,CD_Story5_s3,K+3,46,45,became,became,6.830524444580078,6.0662384033203125,0.7642860412597656,0.009887158870697021
CD,Story5,3,CD_Story5_s3,K_END,56,55,further.,further.,2.190580368041992,2.08781361579895,0.10276675224304199,0.0009077787399291992
CD,Story5,4,CD_Story5_s4,K-3,64,63,him,him,0.6910181045532227,0.5436348915100098,0.1473832130432129,0.0004577040672302246
CD,Story5,4,CD_Story5_s4,K-2,65,64,with,with,0.9517198801040649,0.8444304466247559,0.10728943347930908,0.00030678510665893555
CD,Story5,4,CD_Story5_s4,K-1,66,65,his,his,4.684872627258301,4.757786273956299,-0.07291364669799805,0.0004075169563293457
CD,Story5,4,CD_Story5_s4,K,67,66,memory,whip,15.057701110839844,0.6194280982017517,14.438273012638092,0.08168762922286987
CD,Story5,4,CD_Story5_s4,K+1,68,67,and,and,2.3347792625427246,1.657941460609436,0.6768378019332886,0.011996865272521973
CD,Story5,4,CD_Story5_s4,K+2,69,68,"said,","said,",7.5642499923706055,6.9331512451171875,0.631098747253418,0.001797020435333252
CD,Story5,4,CD_Story5_s4,K+3,70,69,"""You","""You",11.79837417602539,11.414546966552734,0.38382720947265625,0.006868124008178711
CD,Story5,4,CD_Story5_s4,K_END,72,71,animal!,animal!,3.481489896774292,2.556550979614258,0.9249389171600342,0.0030394792556762695
RD,Story5,2,RD_Story5_s2,K-3,31,31,in,in,3.3618216514587402,3.3618216514587402,0.0,5.960464477539063e-08
RD,Story5,2,RD_Story5_s2,K-2,32,32,reverence,reverence,4.491517543792725,4.491517543792725,0.0,0.0
