Test,EarlyDistances,LateDistances,Estimate,SE,T,P,CILow,CIHigh
RD_vs_CD_difference_in_early_to_late_change,K+1 to K+3,K+8 to K+10,-0.0022656909035626456,0.00294235296982084,-0.7700268889563592,0.4427724154909486,-0.008090372485004431,0.0035589906778791406
